"chr","window","Comp","meanFst"
"2L",5750,"3:4",0.05206318
"2L",6250,"3:4",0.0336019766666667
"2L",6750,"3:4",0.00552671333333333
"2L",7250,"3:4",0.201285715
"2L",7750,"3:4",0.23063703
"2L",8250,"3:4",0.222916876666667
"2L",8750,"3:4",0.21058304
"2L",9250,"3:4",0.02672485
"2L",9750,"3:4",0.14649952
"2L",10250,"3:4",0.0831955266666667
"2L",11750,"3:4",0
"2L",12250,"3:4",0.095922185
"2L",12750,"3:4",0
"2L",13750,"3:4",0.0885711166666667
"2L",14250,"3:4",0
"2L",14750,"3:4",0
"2L",15250,"3:4",0
"2L",15750,"3:4",0.126446696666667
"2L",18250,"3:4",0.13386257
"2L",18750,"3:4",0.02563953
"2L",19250,"3:4",0.0405504133333333
"2L",22250,"3:4",0.0482927033333333
"2L",22750,"3:4",0
"2L",23250,"3:4",0
"2L",23750,"3:4",0
"2L",24250,"3:4",0.01173435
"2L",24750,"3:4",0.157404043333333
"2L",25250,"3:4",0.54545455
"2L",25750,"3:4",0.04050145
"2L",26250,"3:4",0
"2L",27250,"3:4",0.05079563
"2L",27750,"3:4",0
"2L",28250,"3:4",0.013732985
"2L",28750,"3:4",0.150975775
"2L",29250,"3:4",0.02194873
"2L",29750,"3:4",0
"2L",30250,"3:4",0
"2L",30750,"3:4",0
"2L",31250,"3:4",0.142433425
"2L",31750,"3:4",0
"2L",32250,"3:4",0.083346545
"2L",32750,"3:4",0
"2L",33250,"3:4",0.0989408433333333
"2L",33750,"3:4",0.00977264666666667
"2L",34250,"3:4",0.00766283333333333
"2L",34750,"3:4",0.075636925
"2L",35250,"3:4",0.067928305
"2L",36250,"3:4",0.10024578
"2L",36750,"3:4",0.05564357
"2L",37250,"3:4",0
"2L",37750,"3:4",0.008816585
"2L",38250,"3:4",0
"2L",40250,"3:4",0
"2L",40750,"3:4",0.0647727333333333
"2L",41250,"3:4",0.16890359
"2L",41750,"3:4",0.156749425
"2L",43250,"3:4",0.06211128
"2L",44250,"3:4",0.00584572666666667
"2L",45250,"3:4",0.00833509666666667
"2L",45750,"3:4",0.09901605
"2L",46750,"3:4",0.03656012
"2L",53250,"3:4",0
"2L",53750,"3:4",0.008869375
"2L",55250,"3:4",0.0120939633333333
"2L",56250,"3:4",0.11203351
"2L",56750,"3:4",0.183354756666667
"2L",57250,"3:4",0.062717965
"2L",58250,"3:4",0.0038168
"2L",58750,"3:4",0.007983575
"2L",59750,"3:4",0.087978645
"2L",60250,"3:4",0
"2L",61250,"3:4",0.01915885
"2L",62250,"3:4",0.139841616666667
"2L",62750,"3:4",0.24323577
"2L",63250,"3:4",0
"2L",63750,"3:4",0.11559121
"2L",65250,"3:4",0.165811363333333
"2L",65750,"3:4",0
"2L",66250,"3:4",0.00346117
"2L",66750,"3:4",0.100304405
"2L",67250,"3:4",0.260398326666667
"2L",67750,"3:4",0.322882303333333
"2L",68250,"3:4",0.03349673
"2L",68750,"3:4",0.01981376
"2L",69250,"3:4",0
"2L",69750,"3:4",0
"2L",70250,"3:4",0
"2L",70750,"3:4",0.06241585
"2L",71250,"3:4",0.04455739
"2L",72250,"3:4",0.22500295
"2L",72750,"3:4",0.31426918
"2L",73750,"3:4",0.0477463766666667
"2L",74250,"3:4",0.00436608666666667
"2L",74750,"3:4",0
"2L",75250,"3:4",0.0203057666666667
"2L",75750,"3:4",0
"2L",76250,"3:4",0.0182492733333333
"2L",76750,"3:4",0.00786847
"2L",77250,"3:4",0.01039239
"2L",77750,"3:4",0
"2L",79250,"3:4",0.0755772333333333
"2L",81250,"3:4",0.01658263
"2L",81750,"3:4",0.0805992533333333
"2L",82750,"3:4",0.0823809366666667
"2L",83750,"3:4",0
"2L",84250,"3:4",0.38952147
"2L",84750,"3:4",0.31723139
"2L",85250,"3:4",0
"2L",85750,"3:4",0.399138083333333
"2L",86750,"3:4",0.0140950733333333
"2L",87250,"3:4",0.194775306666667
"2L",87750,"3:4",0.146861086666667
"2L",89250,"3:4",0.0369347
"2L",90250,"3:4",0.0705007566666667
"2L",90750,"3:4",0.0643915
"2L",91250,"3:4",0.229679513333333
"2L",92250,"3:4",0.159452616666667
"2L",93250,"3:4",0
"2L",95250,"3:4",0.0453453766666667
"2L",95750,"3:4",0
"2L",96250,"3:4",0
"2L",96750,"3:4",0
"2L",97250,"3:4",0
"2L",97750,"3:4",0.125196033333333
"2L",98250,"3:4",0
"2L",98750,"3:4",0
"2L",99250,"3:4",0.149710483333333
"2L",99750,"3:4",0
"2L",100250,"3:4",0.0445325566666667
"2L",100750,"3:4",0
"2L",101250,"3:4",0
"2L",101750,"3:4",0.11940198
"2L",102250,"3:4",0.01643977
"2L",102750,"3:4",0.096342515
"2L",103250,"3:4",0
"2L",103750,"3:4",0
"2L",104250,"3:4",0.0905731966666667
"2L",104750,"3:4",0.1759308
"2L",105250,"3:4",0
"2L",105750,"3:4",0
"2L",106250,"3:4",0.19216092
"2L",106750,"3:4",0
"2L",107750,"3:4",0.059147565
"2L",108250,"3:4",0
"2L",108750,"3:4",0
"2L",109250,"3:4",0.00645614
"2L",109750,"3:4",0
"2L",110250,"3:4",0.191987205
"2L",110750,"3:4",0.123683166666667
"2L",111250,"3:4",0.0768193933333333
"2L",111750,"3:4",0
"2L",112750,"3:4",0.129231495
"2L",113750,"3:4",0
"2L",114250,"3:4",0.13979697
"2L",114750,"3:4",0.14557098
"2L",115750,"3:4",0
"2L",116250,"3:4",0
"2L",117250,"3:4",0
"2L",117750,"3:4",0.06102225
"2L",118250,"3:4",0
"2L",118750,"3:4",0.05273948
"2L",119250,"3:4",0
