"chr","window","Comp","meanFst"
"2L",5750,"7:8",0.0120316366666667
"2L",6250,"7:8",0.02307735
"2L",6750,"7:8",0.07433704
"2L",7250,"7:8",0.00519609
"2L",7750,"7:8",0.01512941
"2L",8250,"7:8",0.04998159
"2L",8750,"7:8",0.02563307
"2L",9250,"7:8",0.00425509333333333
"2L",9750,"7:8",0.06900401
"2L",10250,"7:8",0.0370157766666667
"2L",11750,"7:8",0.0435850433333333
"2L",12250,"7:8",0.018558025
"2L",12750,"7:8",0
"2L",13750,"7:8",0.00590691333333333
"2L",14250,"7:8",0.05473106
"2L",14750,"7:8",0
"2L",15250,"7:8",0
"2L",15750,"7:8",0.0195698266666667
"2L",18250,"7:8",0.0376859
"2L",18750,"7:8",0.03016125
"2L",19250,"7:8",0.0186124033333333
"2L",22250,"7:8",0.00994122666666667
"2L",22750,"7:8",0
"2L",23250,"7:8",0
"2L",23750,"7:8",0
"2L",24250,"7:8",0.00795641
"2L",24750,"7:8",0.0216544533333333
"2L",25250,"7:8",0.11012254
"2L",25750,"7:8",0.03376519
"2L",26250,"7:8",0.0686385133333333
"2L",27250,"7:8",0.00038668
"2L",27750,"7:8",0
"2L",28250,"7:8",0.02229748
"2L",28750,"7:8",0.0609544
"2L",29250,"7:8",0.03882729
"2L",29750,"7:8",0
"2L",30250,"7:8",0
"2L",30750,"7:8",0
"2L",31250,"7:8",0.01620112
"2L",31750,"7:8",0
"2L",32250,"7:8",0.015444525
"2L",32750,"7:8",0
"2L",33250,"7:8",0.0197194466666667
"2L",33750,"7:8",0
"2L",34250,"7:8",0.00739137
"2L",34750,"7:8",0.056179925
"2L",35250,"7:8",0.02645433
"2L",36250,"7:8",0.049832435
"2L",36750,"7:8",0.008515805
"2L",37250,"7:8",0
"2L",37750,"7:8",0.030616455
"2L",38250,"7:8",0
"2L",40250,"7:8",0
"2L",40750,"7:8",0.0173341533333333
"2L",41250,"7:8",0.058999595
"2L",41750,"7:8",0.00076489
"2L",43250,"7:8",0.016741965
"2L",44250,"7:8",0
"2L",45250,"7:8",0.0097622
"2L",45750,"7:8",0.03846865
"2L",46750,"7:8",0.042263155
"2L",53250,"7:8",0
"2L",53750,"7:8",0
"2L",55250,"7:8",0.0219422866666667
"2L",56250,"7:8",0.00214083
"2L",56750,"7:8",0.05741541
"2L",57250,"7:8",0.009131065
"2L",58250,"7:8",0.0857572833333333
"2L",58750,"7:8",0.02571993
"2L",59750,"7:8",0.1350438
"2L",60250,"7:8",0.06767639
"2L",61250,"7:8",0.003999685
"2L",62250,"7:8",0.0419743933333333
"2L",62750,"7:8",0.05326896
"2L",63250,"7:8",0
"2L",63750,"7:8",0.00985563
"2L",65250,"7:8",0.02882322
"2L",65750,"7:8",0
"2L",66250,"7:8",0.0622967666666667
"2L",66750,"7:8",0.008341135
"2L",67250,"7:8",0.00852989666666667
"2L",67750,"7:8",0.02276424
"2L",68250,"7:8",0.0827962866666667
"2L",68750,"7:8",0.0357374933333333
"2L",69250,"7:8",0
"2L",69750,"7:8",0
"2L",70250,"7:8",0
"2L",70750,"7:8",0.024615335
"2L",71250,"7:8",0.0467462733333333
"2L",72250,"7:8",0.05086281
"2L",72750,"7:8",0.07964578
"2L",73750,"7:8",0.0151971933333333
"2L",74250,"7:8",0.0242605366666667
"2L",74750,"7:8",0
"2L",75250,"7:8",0
"2L",75750,"7:8",0
"2L",76250,"7:8",0.0417512733333333
"2L",76750,"7:8",0
"2L",77250,"7:8",0.004950495
"2L",77750,"7:8",0
"2L",79250,"7:8",0.02294194
"2L",81250,"7:8",0
"2L",81750,"7:8",0.0486527766666667
"2L",82750,"7:8",0.06757948
"2L",83750,"7:8",0
"2L",84250,"7:8",0.010434705
"2L",84750,"7:8",0.07012631
"2L",85250,"7:8",0
"2L",85750,"7:8",0.0501636033333333
"2L",86750,"7:8",0.0917766533333333
"2L",87250,"7:8",0.102669223333333
"2L",87750,"7:8",0.0406380233333333
"2L",89250,"7:8",0.03028577
"2L",90250,"7:8",0.01657399
"2L",90750,"7:8",0.0283771266666667
"2L",91250,"7:8",0.0503560666666667
"2L",92250,"7:8",0.0397860266666667
"2L",93250,"7:8",0
"2L",95250,"7:8",0.03369221
"2L",95750,"7:8",0
