"chr","window","Comp","meanFst"
"2L",5750,"6:8",0.08019627
"2L",6250,"6:8",0.0359436166666667
"2L",6750,"6:8",0.0392112433333333
"2L",7250,"6:8",0.08047472
"2L",7750,"6:8",0.10749055
"2L",8250,"6:8",0.171443753333333
"2L",8750,"6:8",0.192789645
"2L",9250,"6:8",0.196126983333333
"2L",9750,"6:8",0.02150379
"2L",10250,"6:8",0.04197869
"2L",11750,"6:8",0.0155542433333333
"2L",12250,"6:8",0.07525794
"2L",12750,"6:8",0
"2L",13750,"6:8",0.173321296666667
"2L",14250,"6:8",0.01837181
"2L",14750,"6:8",0
"2L",15250,"6:8",0
"2L",15750,"6:8",0.0240242266666667
"2L",18250,"6:8",0.02445778
"2L",18750,"6:8",0.03487352
"2L",19250,"6:8",0.03741239
"2L",22250,"6:8",0.0565885533333333
"2L",22750,"6:8",0
"2L",23250,"6:8",0
"2L",23750,"6:8",0
"2L",24250,"6:8",0.124150975
"2L",24750,"6:8",0.0192546433333333
"2L",25250,"6:8",0.0088996
"2L",25750,"6:8",0.06512076
"2L",26250,"6:8",0.0338786433333333
"2L",27250,"6:8",0.174416155
"2L",27750,"6:8",0.06313939
"2L",28250,"6:8",0.006990985
"2L",28750,"6:8",0.02072892
"2L",29250,"6:8",0.0516047
"2L",29750,"6:8",0
"2L",30250,"6:8",0
"2L",30750,"6:8",0
"2L",31250,"6:8",0.122295915
"2L",31750,"6:8",0
"2L",32250,"6:8",0.06070519
"2L",32750,"6:8",0
"2L",33250,"6:8",0.182666563333333
"2L",33750,"6:8",0
"2L",34250,"6:8",0.00748561333333333
"2L",34750,"6:8",0.111061395
"2L",35250,"6:8",0.069081965
"2L",36250,"6:8",0.03469881
"2L",36750,"6:8",0.09651521
"2L",37250,"6:8",0
"2L",37750,"6:8",0.009787675
"2L",38250,"6:8",0
"2L",40250,"6:8",0
"2L",40750,"6:8",0.0589669233333333
"2L",41250,"6:8",0.18445054
"2L",41750,"6:8",0.11928186
"2L",43250,"6:8",0.06288157
"2L",44250,"6:8",0
"2L",45250,"6:8",0.11044877
"2L",45750,"6:8",0.0194885933333333
"2L",46750,"6:8",0.03776705
"2L",53250,"6:8",0
"2L",53750,"6:8",0
"2L",55250,"6:8",0.00881874333333333
"2L",56250,"6:8",0.078923705
"2L",56750,"6:8",0.108448773333333
"2L",57250,"6:8",0.073450505
"2L",58250,"6:8",0.0224953466666667
"2L",58750,"6:8",0.040223445
"2L",59750,"6:8",0.0839166
"2L",60250,"6:8",0.00385796333333333
"2L",61250,"6:8",0.01111716
"2L",62250,"6:8",0.14676218
"2L",62750,"6:8",0.08536668
"2L",63250,"6:8",0
"2L",63750,"6:8",0.16799784
"2L",65250,"6:8",0.0691507233333333
"2L",65750,"6:8",0
"2L",66250,"6:8",0.00308076
"2L",66750,"6:8",0.057035315
"2L",67250,"6:8",0.103061136666667
"2L",67750,"6:8",0.05889446
"2L",68250,"6:8",0.00538415
"2L",68750,"6:8",0.0184771
"2L",69250,"6:8",0
"2L",69750,"6:8",0
"2L",70250,"6:8",0
"2L",70750,"6:8",0.01885383
"2L",71250,"6:8",0.142218353333333
"2L",72250,"6:8",0.0480737
"2L",72750,"6:8",0.00026637
"2L",73750,"6:8",0.1260714
"2L",74250,"6:8",0.02867879
"2L",74750,"6:8",0
"2L",75250,"6:8",0
"2L",75750,"6:8",0
"2L",76250,"6:8",0.0111662866666667
"2L",76750,"6:8",0
"2L",77250,"6:8",0.0324044
"2L",77750,"6:8",0
"2L",79250,"6:8",0.12376896
"2L",81250,"6:8",0
"2L",81750,"6:8",0.104051956666667
"2L",82750,"6:8",0.0749127766666667
"2L",83750,"6:8",0
"2L",84250,"6:8",0.039947655
"2L",84750,"6:8",0.11264445
"2L",85250,"6:8",0
"2L",85750,"6:8",0.0291197266666667
"2L",86750,"6:8",0.0383838366666667
"2L",87250,"6:8",0.23633817
"2L",87750,"6:8",0.0997348633333333
"2L",89250,"6:8",0.109484825
"2L",90250,"6:8",0.187947026666667
"2L",90750,"6:8",0.129379346666667
"2L",91250,"6:8",0.08944298
"2L",92250,"6:8",0.0494608366666667
"2L",93250,"6:8",0
"2L",95250,"6:8",0.182911053333333
"2L",95750,"6:8",0
"2L",96250,"6:8",0.094634875
"2L",96750,"6:8",0
"2L",97250,"6:8",0
"2L",97750,"6:8",0.145290633333333
"2L",98250,"6:8",0.02363692
"2L",98750,"6:8",0.030489305
"2L",99250,"6:8",0.06936035
"2L",99750,"6:8",0.01942067
"2L",100250,"6:8",0.0953270066666667
"2L",100750,"6:8",0.0119240333333333
"2L",101250,"6:8",0
"2L",101750,"6:8",0.214929236666667
"2L",102250,"6:8",0.0679465366666667
"2L",102750,"6:8",0.086553165
"2L",103250,"6:8",0.02148287
"2L",103750,"6:8",0.05611102
"2L",104250,"6:8",0.0318554433333333
"2L",104750,"6:8",0.13088495
"2L",105250,"6:8",0
"2L",105750,"6:8",0.05194498
"2L",106250,"6:8",0.032876005
"2L",106750,"6:8",0.05258617
"2L",107750,"6:8",0.11443823
"2L",108250,"6:8",0.059518165
"2L",108750,"6:8",0.030525905
"2L",109250,"6:8",0.09424965
"2L",109750,"6:8",0.0499107866666667
"2L",110250,"6:8",0.031903565
"2L",110750,"6:8",0.0773877433333333
"2L",111250,"6:8",0.0704972866666667
"2L",111750,"6:8",0
"2L",112750,"6:8",0.10099763
"2L",113750,"6:8",0
"2L",114250,"6:8",0.21358605
"2L",114750,"6:8",0.087375995
"2L",115750,"6:8",0.05073967
"2L",116250,"6:8",0.0543943633333333
"2L",117250,"6:8",0.01428979
"2L",117750,"6:8",0.14551441
"2L",118250,"6:8",0
"2L",118750,"6:8",0.014144425
"2L",119250,"6:8",0
"2L",119750,"6:8",0.17512911
"2L",120250,"6:8",0.0137931066666667
"2L",121250,"6:8",0.0395055233333333
"2L",122250,"6:8",0.0199308333333333
"2L",122750,"6:8",0.0333856733333333
"2L",123250,"6:8",0.0133441033333333
"2L",123750,"6:8",0.0676681933333333
"2L",124250,"6:8",0
"2L",124750,"6:8",0.1928451
"2L",125750,"6:8",0.02778628
"2L",126750,"6:8",0.04067753
"2L",127250,"6:8",0.0813025166666667
"2L",127750,"6:8",0.03818165
"2L",128750,"6:8",0.06521739
"2L",129250,"6:8",0.152090703333333
"2L",129750,"6:8",0.16594124
"2L",130250,"6:8",0.107956666666667
"2L",130750,"6:8",0.0527149333333333
"2L",131250,"6:8",0.0456891866666667
"2L",131750,"6:8",0
"2L",132250,"6:8",0.121240593333333
"2L",132750,"6:8",0.09871493
"2L",133250,"6:8",0
"2L",133750,"6:8",0
"2L",134250,"6:8",0
"2L",135250,"6:8",0.11084741
"2L",135750,"6:8",0.132595133333333
"2L",137750,"6:8",0.00617393666666667
"2L",139250,"6:8",0.0976104933333333
"2L",139750,"6:8",0.0154161366666667
"2L",140250,"6:8",0.0179643933333333
"2L",140750,"6:8",0.07048363
"2L",141250,"6:8",0
"2L",141750,"6:8",0.0933868533333333
"2L",142250,"6:8",0
"2L",142750,"6:8",0.095599665
"2L",143250,"6:8",0
"2L",143750,"6:8",0.07095287
"2L",144250,"6:8",0.19787883
"2L",144750,"6:8",0
"2L",145250,"6:8",0.03578269
"2L",145750,"6:8",0.03288234
"2L",146750,"6:8",0.042426195
"2L",147750,"6:8",0.0867395766666667
"2L",148250,"6:8",0.085760915
"2L",148750,"6:8",0.02208739
"2L",149250,"6:8",0.0154059166666667
"2L",149750,"6:8",0.0409245233333333
"2L",150750,"6:8",0.0774443533333333
"2L",151250,"6:8",0.110540095
"2L",151750,"6:8",0.078888765
"2L",152250,"6:8",0
"2L",152750,"6:8",0.05235498
"2L",153250,"6:8",0.19906854
"2L",153750,"6:8",0.074142355
"2L",154250,"6:8",0.0796291266666667
"2L",154750,"6:8",0.04719358
"2L",155250,"6:8",0
"2L",155750,"6:8",0.05004062
"2L",156250,"6:8",0
"2L",156750,"6:8",0.17071593
"2L",157250,"6:8",0
"2L",157750,"6:8",0.14820362
"2L",158250,"6:8",0
"2L",158750,"6:8",0.0755648333333333
"2L",159750,"6:8",0.0290206033333333
"2L",160250,"6:8",0.03620144
"2L",161250,"6:8",0.00645269
"2L",161750,"6:8",0.0544769133333333
"2L",163250,"6:8",0.253348415
"2L",163750,"6:8",0.100746673333333
"2L",164250,"6:8",0.0156003
"2L",165250,"6:8",0
"2L",166250,"6:8",0.00807172
"2L",166750,"6:8",0.04054054
"2L",167250,"6:8",0.0869245266666667
"2L",167750,"6:8",0.0100927466666667
"2L",168250,"6:8",0.0728745766666667
"2L",169250,"6:8",0.0225332933333333
"2L",173250,"6:8",0.135386106666667
"2L",174250,"6:8",0.14796775
"2L",175750,"6:8",0
"2L",176750,"6:8",0.100130046666667
"2L",177250,"6:8",0.01641679
"2L",178250,"6:8",0.03707406
"2L",178750,"6:8",0.01358712
"2L",179250,"6:8",0
"2L",179750,"6:8",0.00916253333333333
"2L",180750,"6:8",0.0274232933333333
"2L",184250,"6:8",0
"2L",184750,"6:8",0.144550525
"2L",185250,"6:8",0.103804166666667
"2L",185750,"6:8",0
"2L",186250,"6:8",0.0469005733333333
"2L",186750,"6:8",0
"2L",187750,"6:8",0.055252525
"2L",188250,"6:8",0.03072373
"2L",188750,"6:8",0.03205128
"2L",189250,"6:8",0
"2L",189750,"6:8",0.117717995
"2L",190250,"6:8",0.01770568
"2L",190750,"6:8",0.00619657
"2L",191250,"6:8",0
"2L",191750,"6:8",0.03988711
"2L",192250,"6:8",0.1635339
"2L",192750,"6:8",0.02467754
"2L",193250,"6:8",0.0154621
"2L",193750,"6:8",0
"2L",194250,"6:8",0.031581965
"2L",194750,"6:8",0.14276584
"2L",195250,"6:8",0.02642993
"2L",195750,"6:8",0
"2L",196250,"6:8",0
"2L",196750,"6:8",0.027873015
"2L",197250,"6:8",0.0853537233333333
"2L",197750,"6:8",0.0298922933333333
"2L",198250,"6:8",0.01506483
"2L",198750,"6:8",0.0719673166666667
"2L",199250,"6:8",0.03357962
"2L",200250,"6:8",0.079441965
"2L",200750,"6:8",0.01535872
"2L",201250,"6:8",0.0223247533333333
"2L",201750,"6:8",0
"2L",202250,"6:8",0
"2L",204250,"6:8",0.00617787
"2L",204750,"6:8",0.196939963333333
"2L",205250,"6:8",0.01816531
"2L",205750,"6:8",0.03774448
"2L",206250,"6:8",0
"2L",206750,"6:8",0
"2L",207250,"6:8",0.0214305933333333
"2L",207750,"6:8",0.04504505
"2L",208250,"6:8",0.042346835
"2L",208750,"6:8",0.14339388
"2L",209250,"6:8",0.10411206
"2L",209750,"6:8",0.277177793333333
"2L",211750,"6:8",0.0112353166666667
"2L",212250,"6:8",0.02925452
"2L",212750,"6:8",0
"2L",213250,"6:8",0.17435184
"2L",213750,"6:8",0.01098901
"2L",214250,"6:8",0.14756115
"2L",215750,"6:8",0.087697235
"2L",216250,"6:8",0.105742256666667
"2L",216750,"6:8",0.10542282
"2L",217250,"6:8",0.24171957
"2L",217750,"6:8",0.0899125733333333
"2L",218250,"6:8",0.113223335
"2L",219250,"6:8",0.126602513333333
"2L",219750,"6:8",0
"2L",221750,"6:8",0.00447427333333333
"2L",222250,"6:8",0.06225521
"2L",223250,"6:8",0.0661734733333333
"2L",223750,"6:8",0.0595410566666667
"2L",224250,"6:8",0.153194536666667
"2L",225250,"6:8",0.01111111
"2L",226250,"6:8",0.03313191
"2L",226750,"6:8",0.139997595
"2L",227250,"6:8",0.16066222
"2L",227750,"6:8",0.0358407233333333
"2L",228250,"6:8",0.0632603833333333
"2L",228750,"6:8",0.0147701466666667
"2L",229250,"6:8",0.00344828
"2L",230750,"6:8",0.0422332366666667
"2L",231750,"6:8",0.01367522
"2L",232250,"6:8",0.0536199033333333
"2L",232750,"6:8",0.00159205
"2L",233250,"6:8",0.024533
"2L",233750,"6:8",0.14923136
"2L",234750,"6:8",0.126647806666667
"2L",235250,"6:8",0
"2L",235750,"6:8",0.04710379
"2L",236250,"6:8",0.02779788
"2L",236750,"6:8",0.06878492
"2L",237250,"6:8",0.0708444
"2L",237750,"6:8",0.005738705
"2L",238250,"6:8",0.135100376666667
"2L",238750,"6:8",0
"2L",239250,"6:8",0.116779955
"2L",239750,"6:8",0.19975682
"2L",240250,"6:8",0
"2L",240750,"6:8",0.051782285
"2L",241250,"6:8",0.06381117
"2L",241750,"6:8",0.03987342
"2L",242250,"6:8",0.14739502
"2L",243250,"6:8",0.06492402
"2L",243750,"6:8",0.108274315
"2L",245750,"6:8",0.0177683233333333
"2L",246250,"6:8",0.06596429
"2L",247250,"6:8",0.01113978
"2L",247750,"6:8",0.13053049
"2L",248750,"6:8",0.01784357
"2L",249750,"6:8",0.0253901333333333
"2L",250250,"6:8",0.00575555666666667
"2L",250750,"6:8",0.144774833333333
"2L",251750,"6:8",0
"2L",252750,"6:8",0.02702703
"2L",253250,"6:8",0.00713609
"2L",253750,"6:8",0.13147387
"2L",254250,"6:8",0.0409805433333333
"2L",254750,"6:8",0.081005395
"2L",255750,"6:8",0.183918503333333
"2L",256250,"6:8",0.0363172266666667
"2L",257250,"6:8",0.01874442
"2L",258250,"6:8",0.113459725
"2L",258750,"6:8",0.028635555
"2L",261750,"6:8",0.030161025
"2L",262250,"6:8",0.026191235
"2L",263750,"6:8",0.21714612
"2L",264250,"6:8",0.05372544
"2L",264750,"6:8",0.00685636
"2L",265250,"6:8",0.01226732
"2L",265750,"6:8",0.14416386
"2L",266250,"6:8",0.00188738
"2L",266750,"6:8",0.0180381933333333
"2L",268250,"6:8",0.123281956666667
"2L",269750,"6:8",0
"2L",270250,"6:8",0.071966115
"2L",270750,"6:8",0.04622373
"2L",271250,"6:8",0.152530736666667
"2L",272250,"6:8",0
"2L",272750,"6:8",0.03714823
"2L",274250,"6:8",0.0391672266666667
"2L",274750,"6:8",0.05626898
"2L",275250,"6:8",0
"2L",275750,"6:8",0.11478585
"2L",276250,"6:8",0.04273504
"2L",277250,"6:8",0
"2L",278250,"6:8",0.088235135
"2L",278750,"6:8",0.02734839
"2L",279250,"6:8",0.0427297733333333
"2L",279750,"6:8",0.0287298166666667
"2L",280250,"6:8",0.054746915
"2L",280750,"6:8",0.0688588833333333
"2L",281250,"6:8",0.00682642
"2L",281750,"6:8",0.0358541066666667
"2L",282250,"6:8",0.17695154
"2L",282750,"6:8",0.03687243
"2L",283250,"6:8",0.0183752566666667
"2L",284250,"6:8",0.0355652233333333
"2L",284750,"6:8",0.00564451
"2L",285250,"6:8",0.03054631
"2L",285750,"6:8",0.0643877966666667
"2L",286250,"6:8",0.02674616
"2L",286750,"6:8",0.0478518866666667
"2L",287750,"6:8",0.13334784
"2L",288250,"6:8",0
"2L",288750,"6:8",0
