"chr","window","Comp","meanFst"
"2L",5750,"5:8",0.01509621
"2L",6250,"5:8",0.01349886
"2L",6750,"5:8",0.0487727466666667
"2L",7250,"5:8",0.009095565
"2L",7750,"5:8",0.00869687
"2L",8250,"5:8",0.0189704433333333
"2L",8750,"5:8",0.01183583
"2L",9250,"5:8",0.00695602666666667
"2L",9750,"5:8",0.09676259
"2L",10250,"5:8",0.04037375
"2L",11750,"5:8",0.00849535666666667
"2L",12250,"5:8",0.011152565
"2L",12750,"5:8",0
"2L",13750,"5:8",0.00781899
"2L",14250,"5:8",0.008
"2L",14750,"5:8",0
"2L",15250,"5:8",0
"2L",15750,"5:8",0.0216155566666667
"2L",18250,"5:8",0.01222353
"2L",18750,"5:8",0.00435473
"2L",19250,"5:8",0.0177456433333333
"2L",22250,"5:8",0.0174786733333333
"2L",22750,"5:8",0
"2L",23250,"5:8",0
"2L",23750,"5:8",0
"2L",24250,"5:8",0.00598124
"2L",24750,"5:8",0.0383063766666667
"2L",25250,"5:8",0.01898422
"2L",25750,"5:8",0.04582315
"2L",26250,"5:8",0.00757659333333333
"2L",27250,"5:8",0.008291645
"2L",27750,"5:8",0.0533506833333333
"2L",28250,"5:8",0.017025095
"2L",28750,"5:8",0.034478085
"2L",29250,"5:8",0.02514815
"2L",29750,"5:8",0
"2L",30250,"5:8",0
"2L",30750,"5:8",0
"2L",31250,"5:8",0.014390185
"2L",31750,"5:8",0
"2L",32250,"5:8",0.00171075
"2L",32750,"5:8",0
"2L",33250,"5:8",0.01015626
"2L",33750,"5:8",0
"2L",34250,"5:8",0.0140774266666667
"2L",34750,"5:8",0.038745605
"2L",35250,"5:8",0.037520495
"2L",36250,"5:8",0.01307972
"2L",36750,"5:8",0.01909199
"2L",37250,"5:8",0
"2L",37750,"5:8",0.003590075
"2L",38250,"5:8",0
"2L",40250,"5:8",0
"2L",40750,"5:8",0.02257362
"2L",41250,"5:8",0.01701686
"2L",41750,"5:8",0.01938226
"2L",43250,"5:8",0.00598303
"2L",44250,"5:8",0
"2L",45250,"5:8",0.0102297966666667
"2L",45750,"5:8",0.01665678
"2L",46750,"5:8",0.018487405
"2L",53250,"5:8",0
"2L",53750,"5:8",0
"2L",55250,"5:8",0.0319333866666667
"2L",56250,"5:8",0.001053405
"2L",56750,"5:8",0.00378739333333333
"2L",57250,"5:8",0.04888575
"2L",58250,"5:8",0.0387838933333333
"2L",58750,"5:8",0.01129605
"2L",59750,"5:8",0.047780175
"2L",60250,"5:8",0.00658678333333333
"2L",61250,"5:8",0.011443685
"2L",62250,"5:8",0.0154410633333333
"2L",62750,"5:8",0.02279312
"2L",63250,"5:8",0
"2L",63750,"5:8",0.01016235
"2L",65250,"5:8",0.00467495
"2L",65750,"5:8",0
"2L",66250,"5:8",0.00614716666666667
"2L",66750,"5:8",0.090926135
"2L",67250,"5:8",0.0163841133333333
"2L",67750,"5:8",0.0392360566666667
"2L",68250,"5:8",0.05895598
"2L",68750,"5:8",0.04517391
"2L",69250,"5:8",0
"2L",69750,"5:8",0
"2L",70250,"5:8",0
"2L",70750,"5:8",0.009202545
"2L",71250,"5:8",0.00640100333333333
"2L",72250,"5:8",0.04143008
"2L",72750,"5:8",0.004984885
"2L",73750,"5:8",0.0150321566666667
"2L",74250,"5:8",0.0531324433333333
"2L",74750,"5:8",0
"2L",75250,"5:8",0
"2L",75750,"5:8",0
"2L",76250,"5:8",0.00536781
"2L",76750,"5:8",0
"2L",77250,"5:8",0.09525837
"2L",77750,"5:8",0
"2L",79250,"5:8",0.00395970333333333
"2L",81250,"5:8",0
"2L",81750,"5:8",0.03735582
"2L",82750,"5:8",0.00891933333333333
"2L",83750,"5:8",0
"2L",84250,"5:8",0.03779607
"2L",84750,"5:8",0.04853552
"2L",85250,"5:8",0
"2L",85750,"5:8",0.0259367333333333
"2L",86750,"5:8",0
"2L",87250,"5:8",0.12811047
"2L",87750,"5:8",0.0168806466666667
"2L",89250,"5:8",0.005364145
"2L",90250,"5:8",0.01722611
"2L",90750,"5:8",0.01704303
"2L",91250,"5:8",0.05086242
"2L",92250,"5:8",0.0161816733333333
"2L",93250,"5:8",0
"2L",95250,"5:8",0.0447719766666667
"2L",95750,"5:8",0
"2L",96250,"5:8",0.07142857
"2L",96750,"5:8",0
"2L",97250,"5:8",0
"2L",97750,"5:8",0.0582776633333333
"2L",98250,"5:8",0.04195403
"2L",98750,"5:8",0.06711225
"2L",99250,"5:8",0.01861387
"2L",99750,"5:8",0.07601562
"2L",100250,"5:8",0.0153048533333333
"2L",100750,"5:8",0.03595894
"2L",101250,"5:8",0
"2L",101750,"5:8",0.0192778566666667
"2L",102250,"5:8",0.132272193333333
"2L",102750,"5:8",0.035525535
"2L",103250,"5:8",0.06938756
"2L",103750,"5:8",0.083779175
"2L",104250,"5:8",0.0237412933333333
"2L",104750,"5:8",0.01210486
"2L",105250,"5:8",0
"2L",105750,"5:8",0.0043634
"2L",106250,"5:8",0.026695955
"2L",106750,"5:8",0.062721195
"2L",107750,"5:8",0.03033005
"2L",108250,"5:8",0.056727165
"2L",108750,"5:8",0.062147685
"2L",109250,"5:8",0.0558548833333333
"2L",109750,"5:8",0.108162816666667
"2L",110250,"5:8",0.00577297
"2L",110750,"5:8",0.0454396866666667
"2L",111250,"5:8",0.00281777333333333
"2L",111750,"5:8",0
"2L",112750,"5:8",0.02185654
"2L",113750,"5:8",0
"2L",114250,"5:8",0.03300754
"2L",114750,"5:8",0.02318917
"2L",115750,"5:8",0.12891176
"2L",116250,"5:8",0.13226341
"2L",117250,"5:8",0.0135917233333333
"2L",117750,"5:8",0.04236752
"2L",118250,"5:8",0
"2L",118750,"5:8",0.0475046
"2L",119250,"5:8",0
"2L",119750,"5:8",0.0380099666666667
"2L",120250,"5:8",0.0670275666666667
"2L",121250,"5:8",0.105997636666667
"2L",122250,"5:8",0.0532320366666667
"2L",122750,"5:8",0.0717722266666667
"2L",123250,"5:8",0.00657894666666667
"2L",123750,"5:8",0.00498429
"2L",124250,"5:8",0
"2L",124750,"5:8",0.00172062666666667
"2L",125750,"5:8",0.0482435633333333
"2L",126750,"5:8",0.04912337
"2L",127250,"5:8",0.02701399
"2L",127750,"5:8",0.0669760366666667
"2L",128750,"5:8",0
"2L",129250,"5:8",0.00225851333333333
"2L",129750,"5:8",0.03307207
"2L",130250,"5:8",0.01564959
"2L",130750,"5:8",0.01668322
"2L",131250,"5:8",0.0422846566666667
"2L",131750,"5:8",0
"2L",132250,"5:8",0.01241193
"2L",132750,"5:8",0.025806385
"2L",133250,"5:8",0
"2L",133750,"5:8",0
"2L",134250,"5:8",0
"2L",135250,"5:8",0.0202071566666667
"2L",135750,"5:8",0.03109886
"2L",137750,"5:8",0.00598844
"2L",139250,"5:8",0.0222583566666667
"2L",139750,"5:8",0.06183545
"2L",140250,"5:8",0
"2L",140750,"5:8",0.00759776
"2L",141250,"5:8",0
"2L",141750,"5:8",0.0262816433333333
"2L",142250,"5:8",0
"2L",142750,"5:8",0.04644776
"2L",143250,"5:8",0
"2L",143750,"5:8",0.0270436966666667
"2L",144250,"5:8",0.010323525
"2L",144750,"5:8",0
"2L",145250,"5:8",0.04311303
"2L",145750,"5:8",0.06958173
"2L",146750,"5:8",0.02260526
"2L",147750,"5:8",0.0148692966666667
"2L",148250,"5:8",0.01666669
"2L",148750,"5:8",0
"2L",149250,"5:8",0.07267857
"2L",149750,"5:8",0.01863635
"2L",150750,"5:8",0.00622523333333333
"2L",151250,"5:8",0.001207665
"2L",151750,"5:8",0.06046572
"2L",152250,"5:8",0
"2L",152750,"5:8",0
"2L",153250,"5:8",0.0994135433333333
"2L",153750,"5:8",0.03096729
"2L",154250,"5:8",0.0424338633333333
"2L",154750,"5:8",0.011635085
"2L",155250,"5:8",0
"2L",155750,"5:8",0.00053508
"2L",156250,"5:8",0
"2L",156750,"5:8",0.01859083
"2L",157250,"5:8",0
"2L",157750,"5:8",0.00882377333333333
"2L",158250,"5:8",0
"2L",158750,"5:8",0.00698707333333333
"2L",159750,"5:8",0.03333021
"2L",160250,"5:8",0.0127023633333333
"2L",161250,"5:8",0
"2L",161750,"5:8",0.01578022
"2L",163250,"5:8",0.030509955
"2L",163750,"5:8",0.01256635
"2L",164250,"5:8",0
"2L",165250,"5:8",0.01825512
"2L",166250,"5:8",0.0743436333333333
"2L",166750,"5:8",0.059137835
"2L",167250,"5:8",0.0026111
"2L",167750,"5:8",0.00471944
"2L",168250,"5:8",0.00542996
"2L",169250,"5:8",0
"2L",173250,"5:8",0.0420120133333333
"2L",174250,"5:8",0.00538112
"2L",175750,"5:8",0
"2L",176750,"5:8",0.0167937733333333
"2L",177250,"5:8",0.0046327
"2L",178250,"5:8",0.03676471
