"chr","window","Comp","meanFst"
"2L",5750,"4:9",0.0341881466666667
"2L",6250,"4:9",0.0083734
"2L",6750,"4:9",0.0778089466666667
"2L",7250,"4:9",0.219860955
"2L",7750,"4:9",0.12390041
"2L",8250,"4:9",0.23184098
"2L",8750,"4:9",0.25394326
"2L",9250,"4:9",0.0125710333333333
"2L",9750,"4:9",0.117002085
"2L",10250,"4:9",0.05750398
"2L",11750,"4:9",0
"2L",12250,"4:9",0.091837515
"2L",12750,"4:9",0
"2L",13750,"4:9",0.0133668933333333
"2L",14250,"4:9",0
"2L",14750,"4:9",0
"2L",15250,"4:9",0
"2L",15750,"4:9",0.0696664033333333
"2L",18250,"4:9",0.05731143
"2L",18750,"4:9",0.10237428
"2L",19250,"4:9",0.0176935
"2L",22250,"4:9",0.0854753666666667
"2L",22750,"4:9",0.015265425
"2L",23250,"4:9",0
"2L",23750,"4:9",0
"2L",24250,"4:9",0.00112122
"2L",24750,"4:9",0.01953977
"2L",25250,"4:9",0.18099699
"2L",25750,"4:9",0.14377889
"2L",26250,"4:9",0
"2L",27250,"4:9",0.042062885
"2L",27750,"4:9",0.06523708
"2L",28250,"4:9",0.13043647
"2L",28750,"4:9",0.056906255
"2L",29250,"4:9",0.00703746333333333
"2L",29750,"4:9",0
"2L",30250,"4:9",0
"2L",30750,"4:9",0
"2L",31250,"4:9",0.199911005
"2L",31750,"4:9",0
"2L",32250,"4:9",0.00420823
"2L",32750,"4:9",0
"2L",33250,"4:9",0.02101998
"2L",33750,"4:9",0.0172286866666667
"2L",34250,"4:9",0.02799426
"2L",34750,"4:9",0.284870925
"2L",35250,"4:9",0.002632275
"2L",36250,"4:9",0.077533395
"2L",36750,"4:9",0.01276262
"2L",37250,"4:9",0
"2L",37750,"4:9",0.0863129
"2L",38250,"4:9",0
"2L",40250,"4:9",0.02384282
"2L",40750,"4:9",0.00921425333333333
"2L",41250,"4:9",0.137349435
"2L",41750,"4:9",0.10833102
"2L",43250,"4:9",0.161182005
"2L",44250,"4:9",0.0220353133333333
"2L",45250,"4:9",0.00618018666666667
"2L",45750,"4:9",0.00954245333333333
"2L",46750,"4:9",0.089122845
"2L",53250,"4:9",0
"2L",53750,"4:9",0.002129075
"2L",55250,"4:9",0.0769355366666667
"2L",56250,"4:9",0.13595055
"2L",56750,"4:9",0.22256553
"2L",57250,"4:9",0.015926935
"2L",58250,"4:9",0.13325212
"2L",58750,"4:9",0.049872205
"2L",59750,"4:9",0.247901665
"2L",60250,"4:9",0
"2L",61250,"4:9",0.133562045
"2L",62250,"4:9",0.209879653333333
"2L",62750,"4:9",0.11018077
"2L",63250,"4:9",0
"2L",63750,"4:9",0.16032536
