"chr","window","Comp","meanFst"
"2L",5750,"1:2",0.0536944266666667
"2L",6250,"1:2",0.00429138
"2L",6750,"1:2",0.117502586666667
"2L",7250,"1:2",0.04217609
"2L",7750,"1:2",0.037929715
"2L",8250,"1:2",0.0747324733333333
"2L",8750,"1:2",0.01228056
"2L",9250,"1:2",0.00356916333333333
"2L",9750,"1:2",0.07029202
"2L",10250,"1:2",0.07150211
"2L",11750,"1:2",0
"2L",12250,"1:2",0.02617636
"2L",12750,"1:2",0
"2L",13750,"1:2",0.00669540333333333
"2L",14250,"1:2",0
"2L",14750,"1:2",0
"2L",15250,"1:2",0
"2L",15750,"1:2",0.0431941466666667
"2L",18250,"1:2",0.00859744
"2L",18750,"1:2",0.04645915
"2L",19250,"1:2",0.02282636
"2L",22250,"1:2",0.08246524
"2L",22750,"1:2",0
"2L",23250,"1:2",0
"2L",23750,"1:2",0
"2L",24250,"1:2",0.001829275
"2L",24750,"1:2",0.00195085333333333
"2L",25250,"1:2",0.0752551
"2L",25750,"1:2",0.08250743
"2L",26250,"1:2",0
"2L",27250,"1:2",0.085884805
"2L",27750,"1:2",0.0679304066666667
"2L",28250,"1:2",0.1299141
"2L",28750,"1:2",0.07581153
"2L",29250,"1:2",0
"2L",29750,"1:2",0
"2L",30250,"1:2",0
"2L",30750,"1:2",0
"2L",31250,"1:2",0.008690645
"2L",31750,"1:2",0
"2L",32250,"1:2",0.00110496
"2L",32750,"1:2",0
"2L",33250,"1:2",0.00638081
"2L",33750,"1:2",0
"2L",34250,"1:2",0
"2L",34750,"1:2",0.04073199
"2L",35250,"1:2",0.05688678
"2L",36250,"1:2",0.085189025
"2L",36750,"1:2",0.016801395
"2L",37250,"1:2",0
"2L",37750,"1:2",0.167931725
"2L",38250,"1:2",0
"2L",40250,"1:2",0
"2L",40750,"1:2",0.0223456766666667
"2L",41250,"1:2",0.010669395
"2L",41750,"1:2",0.062964445
"2L",43250,"1:2",0.055506865
"2L",44250,"1:2",0
"2L",45250,"1:2",0.02370937
"2L",45750,"1:2",0.0117322466666667
"2L",46750,"1:2",0.008342565
"2L",53250,"1:2",0
"2L",53750,"1:2",0
"2L",55250,"1:2",0.164124966666667
"2L",56250,"1:2",0.107474725
"2L",56750,"1:2",0.0435654066666667
"2L",57250,"1:2",0.00695578
"2L",58250,"1:2",0.182577046666667
"2L",58750,"1:2",0.05337912
"2L",59750,"1:2",0.04743955
"2L",60250,"1:2",0
"2L",61250,"1:2",0.03145042
"2L",62250,"1:2",0.0108236733333333
"2L",62750,"1:2",0.04909512
"2L",63250,"1:2",0
"2L",63750,"1:2",0.00937205333333333
"2L",65250,"1:2",0.06476128
