"chr","window","Comp","meanFst"
"2L",5750,"1:4",0.0650906566666667
"2L",6250,"1:4",0.0722452366666667
"2L",6750,"1:4",0.09140104
"2L",7250,"1:4",0.058661255
"2L",7750,"1:4",0.089073645
"2L",8250,"1:4",0.16086023
"2L",8750,"1:4",0.27729844
"2L",9250,"1:4",0.0247018933333333
"2L",9750,"1:4",0.11979649
"2L",10250,"1:4",0.0961776066666667
"2L",11750,"1:4",0
"2L",12250,"1:4",0.07261689
"2L",12750,"1:4",0
"2L",13750,"1:4",0.06335545
"2L",14250,"1:4",0
"2L",14750,"1:4",0
"2L",15250,"1:4",0
"2L",15750,"1:4",0.0325288333333333
"2L",18250,"1:4",0.11486453
"2L",18750,"1:4",0.04336901
"2L",19250,"1:4",0.05613499
"2L",22250,"1:4",0.03707051
"2L",22750,"1:4",0
"2L",23250,"1:4",0
"2L",23750,"1:4",0
"2L",24250,"1:4",0.025580905
"2L",24750,"1:4",0.113315083333333
"2L",25250,"1:4",0.42857143
"2L",25750,"1:4",0.08103374
"2L",26250,"1:4",0
"2L",27250,"1:4",0.12242799
"2L",27750,"1:4",0.0628105833333333
"2L",28250,"1:4",0.006976235
"2L",28750,"1:4",0.20149511
"2L",29250,"1:4",0.0177869933333333
"2L",29750,"1:4",0
"2L",30250,"1:4",0
"2L",30750,"1:4",0
"2L",31250,"1:4",0.17914374
"2L",31750,"1:4",0
"2L",32250,"1:4",0.033118815
"2L",32750,"1:4",0
"2L",33250,"1:4",0.0487235666666667
"2L",33750,"1:4",0.00865800666666667
"2L",34250,"1:4",0
"2L",34750,"1:4",0.201334215
"2L",35250,"1:4",0.12934361
"2L",36250,"1:4",0.11851328
"2L",36750,"1:4",0.112766965
"2L",37250,"1:4",0
"2L",37750,"1:4",0.004618115
"2L",38250,"1:4",0
"2L",40250,"1:4",0
"2L",40750,"1:4",0.0475331033333333
"2L",41250,"1:4",0.20926759
"2L",41750,"1:4",0.285476735
"2L",43250,"1:4",0.09169443
"2L",44250,"1:4",0.00516796
"2L",45250,"1:4",0.107867093333333
"2L",45750,"1:4",0.0450627066666667
"2L",46750,"1:4",0.084727695
"2L",53250,"1:4",0
"2L",53750,"1:4",0.008162105
"2L",55250,"1:4",0.03189486
"2L",56250,"1:4",0.099483535
"2L",56750,"1:4",0.145246306666667
"2L",57250,"1:4",0.091081345
"2L",58250,"1:4",0.00416406666666667
"2L",58750,"1:4",0.009921535
"2L",59750,"1:4",0.122999685
"2L",60250,"1:4",0
"2L",61250,"1:4",0.06001048
"2L",62250,"1:4",0.15277985
"2L",62750,"1:4",0.23699582
"2L",63250,"1:4",0
"2L",63750,"1:4",0.147203966666667
"2L",65250,"1:4",0.08714705
"2L",65750,"1:4",0
"2L",66250,"1:4",0.00653203
"2L",66750,"1:4",0.089866215
"2L",67250,"1:4",0.297285066666667
"2L",67750,"1:4",0.245016483333333
"2L",68250,"1:4",0
"2L",68750,"1:4",0
"2L",69250,"1:4",0
"2L",69750,"1:4",0
"2L",70250,"1:4",0
"2L",70750,"1:4",0.081075285
"2L",71250,"1:4",0.0450709633333333
"2L",72250,"1:4",0.01733214
"2L",72750,"1:4",0.310853225
"2L",73750,"1:4",0.0497121033333333
"2L",74250,"1:4",0.00934226666666667
"2L",74750,"1:4",0
"2L",75250,"1:4",0.02341964
"2L",75750,"1:4",0
"2L",76250,"1:4",0.0132135066666667
"2L",76750,"1:4",0.00763359
"2L",77250,"1:4",0.070553255
"2L",77750,"1:4",0
"2L",79250,"1:4",0.1589669
"2L",81250,"1:4",0.0108870066666667
"2L",81750,"1:4",0.107423906666667
"2L",82750,"1:4",0.254627203333333
"2L",83750,"1:4",0
"2L",84250,"1:4",0.282144285
"2L",84750,"1:4",0.36288636
"2L",85250,"1:4",0
"2L",85750,"1:4",0.38079678
"2L",86750,"1:4",0.01570629
"2L",87250,"1:4",0.369708806666667
"2L",87750,"1:4",0.07253649
"2L",89250,"1:4",0.039845755
"2L",90250,"1:4",0.317581546666667
"2L",90750,"1:4",0.104340673333333
"2L",91250,"1:4",0.16316404
"2L",92250,"1:4",0.245921
"2L",93250,"1:4",0
"2L",95250,"1:4",0.152426466666667
"2L",95750,"1:4",0
"2L",96250,"1:4",0.03773585
"2L",96750,"1:4",0
"2L",97250,"1:4",0
"2L",97750,"1:4",0.18983046
"2L",98250,"1:4",0.08176852
"2L",98750,"1:4",0.06369316
"2L",99250,"1:4",0.158241883333333
"2L",99750,"1:4",0.12244898
"2L",100250,"1:4",0.06310148
"2L",100750,"1:4",0.0915093433333333
"2L",101250,"1:4",0
"2L",101750,"1:4",0.201285863333333
"2L",102250,"1:4",0.0642903566666667
"2L",102750,"1:4",0.174928535
"2L",103250,"1:4",0.06941609
"2L",103750,"1:4",0.093798165
"2L",104250,"1:4",0.0877882533333333
"2L",104750,"1:4",0.120438245
"2L",105250,"1:4",0
"2L",105750,"1:4",0.060604995
"2L",106250,"1:4",0.142107655
"2L",106750,"1:4",0.05487448
"2L",107750,"1:4",0.161750915
