"chr","window","Comp","meanFst"
"2L",5750,"8:10",0.0408223533333333
"2L",6250,"8:10",0.0147395466666667
"2L",6750,"8:10",0
"2L",7250,"8:10",0.198753495
"2L",7750,"8:10",0.162076915
"2L",8250,"8:10",0.22505607
"2L",8750,"8:10",0.149158695
"2L",9250,"8:10",0.07665813
"2L",9750,"8:10",0.00811761
"2L",10250,"8:10",0.0968495866666667
"2L",11750,"8:10",0.00613796666666667
"2L",12250,"8:10",0.17743704
"2L",12750,"8:10",0
"2L",13750,"8:10",0.0583938066666667
"2L",14250,"8:10",0.006762445
"2L",14750,"8:10",0
"2L",15250,"8:10",0
"2L",15750,"8:10",0.04888879
"2L",18250,"8:10",0.02936962
"2L",18750,"8:10",0.11701883
"2L",19250,"8:10",0.00927435666666667
"2L",22250,"8:10",0.0821211766666667
"2L",22750,"8:10",0
"2L",23250,"8:10",0
"2L",23750,"8:10",0
"2L",24250,"8:10",0.059078745
"2L",24750,"8:10",0.02927021
"2L",25250,"8:10",0.01749035
"2L",25750,"8:10",0.121209825
"2L",26250,"8:10",0.00560636
"2L",27250,"8:10",0.09164395
"2L",27750,"8:10",0
"2L",28250,"8:10",0.116084835
"2L",28750,"8:10",0.00432814
"2L",29250,"8:10",0.0228189433333333
"2L",29750,"8:10",0
"2L",30250,"8:10",0
"2L",30750,"8:10",0
"2L",31250,"8:10",0.196976225
"2L",31750,"8:10",0
"2L",32250,"8:10",0.02181692
"2L",32750,"8:10",0
"2L",33250,"8:10",0.08884073
"2L",33750,"8:10",0
"2L",34250,"8:10",0.00569800666666667
"2L",34750,"8:10",0.13074286
"2L",35250,"8:10",0.00656771
"2L",36250,"8:10",0.134734515
"2L",36750,"8:10",0.030659835
"2L",37250,"8:10",0
"2L",37750,"8:10",0.110098905
"2L",38250,"8:10",0
"2L",40250,"8:10",0
"2L",40750,"8:10",0.0528631366666667
"2L",41250,"8:10",0.10522381
"2L",41750,"8:10",0.037489015
"2L",43250,"8:10",0.16829294
"2L",44250,"8:10",0
"2L",45250,"8:10",0.0834758333333333
"2L",45750,"8:10",0.03152034
"2L",46750,"8:10",0.107464105
"2L",53250,"8:10",0
"2L",53750,"8:10",0
"2L",55250,"8:10",0.12368344
"2L",56250,"8:10",0.19616686
"2L",56750,"8:10",0.292636793333333
"2L",57250,"8:10",0.01352088
"2L",58250,"8:10",0.24892921
"2L",58750,"8:10",0.12425016
"2L",59750,"8:10",0.13773069
"2L",60250,"8:10",0.00513386333333333
"2L",61250,"8:10",0.07713269
"2L",62250,"8:10",0.168501906666667
"2L",62750,"8:10",0.04345648
"2L",63250,"8:10",0
"2L",63750,"8:10",0.0936992233333333
"2L",65250,"8:10",0.05144389
"2L",65750,"8:10",0
"2L",66250,"8:10",0.113609626666667
"2L",66750,"8:10",0
"2L",67250,"8:10",0.218374906666667
"2L",67750,"8:10",0.0548650466666667
"2L",68250,"8:10",0.0266737333333333
"2L",68750,"8:10",0.0684445666666667
"2L",69250,"8:10",0
"2L",69750,"8:10",0
"2L",70250,"8:10",0
"2L",70750,"8:10",0.008496845
"2L",71250,"8:10",0.04992511
"2L",72250,"8:10",0.03657793
"2L",72750,"8:10",0.00794079
"2L",73750,"8:10",0.176809313333333
"2L",74250,"8:10",0.105166236666667
"2L",74750,"8:10",0
"2L",75250,"8:10",0
"2L",75750,"8:10",0
"2L",76250,"8:10",0.15497323
"2L",76750,"8:10",0
"2L",77250,"8:10",0.004950495
"2L",77750,"8:10",0
"2L",79250,"8:10",0.21828472
"2L",81250,"8:10",0
"2L",81750,"8:10",0.22621178
"2L",82750,"8:10",0.173502053333333
"2L",83750,"8:10",0
"2L",84250,"8:10",0.069816975
"2L",84750,"8:10",0.06298803
"2L",85250,"8:10",0
"2L",85750,"8:10",0.0164125066666667
"2L",86750,"8:10",0
"2L",87250,"8:10",0.263885313333333
"2L",87750,"8:10",0.0998226866666667
"2L",89250,"8:10",0.080193495
"2L",90250,"8:10",0.161261003333333
"2L",90750,"8:10",0.174819933333333
"2L",91250,"8:10",0.114620196666667
"2L",92250,"8:10",0.19268046
"2L",93250,"8:10",0
"2L",95250,"8:10",0.156406116666667
"2L",95750,"8:10",0
"2L",96250,"8:10",0
"2L",96750,"8:10",0
"2L",97250,"8:10",0
"2L",97750,"8:10",0.243569663333333
"2L",98250,"8:10",0.0073601
"2L",98750,"8:10",0.00763359
"2L",99250,"8:10",0.11686478
"2L",99750,"8:10",0.01515152
"2L",100250,"8:10",0.0492044033333333
"2L",100750,"8:10",0.00919719666666667
"2L",101250,"8:10",0
"2L",101750,"8:10",0.20576202
"2L",102250,"8:10",0
"2L",102750,"8:10",0.25778935
"2L",103250,"8:10",0.0206830233333333
"2L",103750,"8:10",0.00740741
