"chr","window","Comp","meanFst"
"2L",5750,"3:6",0.02557639
"2L",6250,"3:6",0.00857292333333333
"2L",6750,"3:6",0.0429492833333333
"2L",7250,"3:6",0.04828192
"2L",7750,"3:6",0.04353781
"2L",8250,"3:6",0.00452444666666667
"2L",8750,"3:6",0.00821194
"2L",9250,"3:6",0.00614376
"2L",9750,"3:6",0.02150379
"2L",10250,"3:6",0.0337143066666667
"2L",11750,"3:6",0.03499901
"2L",12250,"3:6",0.008718225
"2L",12750,"3:6",0
"2L",13750,"3:6",0.0159693033333333
"2L",14250,"3:6",0.02402878
"2L",14750,"3:6",0
"2L",15250,"3:6",0
"2L",15750,"3:6",0.0913537066666667
"2L",18250,"3:6",0.02915525
"2L",18750,"3:6",0.01704945
"2L",19250,"3:6",0.0474477633333333
"2L",22250,"3:6",0.00322735666666667
"2L",22750,"3:6",0
"2L",23250,"3:6",0
"2L",23750,"3:6",0
"2L",24250,"3:6",0.002930575
"2L",24750,"3:6",0.0983084266666667
"2L",25250,"3:6",0.34276768
"2L",25750,"3:6",0.011975715
"2L",26250,"3:6",0.0436507966666667
"2L",27250,"3:6",0.018564115
"2L",27750,"3:6",0.0662581933333333
"2L",28250,"3:6",0.02793238
"2L",28750,"3:6",0.02968436
"2L",29250,"3:6",0.0720417533333333
"2L",29750,"3:6",0
"2L",30250,"3:6",0
"2L",30750,"3:6",0
"2L",31250,"3:6",0.02401997
"2L",31750,"3:6",0
"2L",32250,"3:6",0.05214762
"2L",32750,"3:6",0
"2L",33250,"3:6",0.0258741366666667
"2L",33750,"3:6",0
"2L",34250,"3:6",0.00766283333333333
"2L",34750,"3:6",0.059423385
"2L",35250,"3:6",0.02349401
"2L",36250,"3:6",0.053119945
"2L",36750,"3:6",0.037213455
"2L",37250,"3:6",0
"2L",37750,"3:6",0.076383035
"2L",38250,"3:6",0
"2L",40250,"3:6",0
"2L",40750,"3:6",0.0698835066666667
"2L",41250,"3:6",0.032792
"2L",41750,"3:6",0.03576788
"2L",43250,"3:6",0.00913521
"2L",44250,"3:6",0
"2L",45250,"3:6",0.00635559
"2L",45750,"3:6",0.129070256666667
"2L",46750,"3:6",0.004604565
"2L",53250,"3:6",0
"2L",53750,"3:6",0
"2L",55250,"3:6",0.0221028766666667
"2L",56250,"3:6",0.00182287
"2L",56750,"3:6",0.01443652
"2L",57250,"3:6",0.03071671
"2L",58250,"3:6",0.0446069866666667
"2L",58750,"3:6",0.028362355
"2L",59750,"3:6",0.01883484
"2L",60250,"3:6",0.01189364
"2L",61250,"3:6",0.02557822
"2L",62250,"3:6",0.00502676666666667
"2L",62750,"3:6",0.08401116
"2L",63250,"3:6",0
"2L",63750,"3:6",0.0369153066666667
"2L",65250,"3:6",0.0371323866666667
"2L",65750,"3:6",0
"2L",66250,"3:6",0.0658340566666667
"2L",66750,"3:6",0.05812277
"2L",67250,"3:6",0.0174399033333333
"2L",67750,"3:6",0.0929285933333333
"2L",68250,"3:6",0.0501523266666667
"2L",68750,"3:6",0.0531054166666667
"2L",69250,"3:6",0
"2L",69750,"3:6",0
"2L",70250,"3:6",0
"2L",70750,"3:6",0.05086938
"2L",71250,"3:6",0.00930907666666667
"2L",72250,"3:6",0.18927186
"2L",72750,"3:6",0.142001045
"2L",73750,"3:6",0.0217363533333333
"2L",74250,"3:6",0.0159293333333333
"2L",74750,"3:6",0
"2L",75250,"3:6",0
"2L",75750,"3:6",0
"2L",76250,"3:6",0.0164297033333333
"2L",76750,"3:6",0
"2L",77250,"3:6",0.03613148
"2L",77750,"3:6",0
"2L",79250,"3:6",0.03395197
"2L",81250,"3:6",0
"2L",81750,"3:6",0.0264595566666667
"2L",82750,"3:6",0.00280062333333333
"2L",83750,"3:6",0
"2L",84250,"3:6",0.0067837
"2L",84750,"3:6",0.04473036
"2L",85250,"3:6",0
"2L",85750,"3:6",0.11702026
"2L",86750,"3:6",0.0428988533333333
"2L",87250,"3:6",0.03545903
"2L",87750,"3:6",0.08062388
"2L",89250,"3:6",0.00956969
"2L",90250,"3:6",0.05904616
"2L",90750,"3:6",0.01977318
"2L",91250,"3:6",0.0651112533333333
"2L",92250,"3:6",0.0517565566666667
"2L",93250,"3:6",0
"2L",95250,"3:6",0.0968425566666667
"2L",95750,"3:6",0
"2L",96250,"3:6",0.09665935
"2L",96750,"3:6",0
"2L",97250,"3:6",0
"2L",97750,"3:6",0.0187804466666667
"2L",98250,"3:6",0.04347826
"2L",98750,"3:6",0.04096198
"2L",99250,"3:6",0.00348033333333333
"2L",99750,"3:6",0.05722922
"2L",100250,"3:6",0.03802976
"2L",100750,"3:6",0.043645
"2L",101250,"3:6",0
"2L",101750,"3:6",0.0436379166666667
"2L",102250,"3:6",0.0644206766666667
"2L",102750,"3:6",0.019693665
"2L",103250,"3:6",0.05255227
"2L",103750,"3:6",0.065113685
"2L",104250,"3:6",0.05355477
"2L",104750,"3:6",0.01391639
"2L",105250,"3:6",0
"2L",105750,"3:6",0.091331815
"2L",106250,"3:6",0.04595576
"2L",106750,"3:6",0.07208607
"2L",107750,"3:6",0.038021375
"2L",108250,"3:6",0.060718305
"2L",108750,"3:6",0.05179454
"2L",109250,"3:6",0.09600565
"2L",109750,"3:6",0.0722321033333333
"2L",110250,"3:6",0.09827887
"2L",110750,"3:6",0.0479228733333333
"2L",111250,"3:6",0.0253589833333333
"2L",111750,"3:6",0
"2L",112750,"3:6",0.021029715
"2L",113750,"3:6",0
"2L",114250,"3:6",0.05021043
"2L",114750,"3:6",0.020629905
"2L",115750,"3:6",0.050840695
"2L",116250,"3:6",0.0608519966666667
"2L",117250,"3:6",0.05310088
"2L",117750,"3:6",0.01016541
"2L",118250,"3:6",0
"2L",118750,"3:6",0.024598745
"2L",119250,"3:6",0
"2L",119750,"3:6",0.0184340133333333
"2L",120250,"3:6",0.0137931066666667
"2L",121250,"3:6",0.0579811033333333
"2L",122250,"3:6",0.05642454
"2L",122750,"3:6",0.0531045433333333
"2L",123250,"3:6",0.0278886666666667
"2L",123750,"3:6",0.00391225333333333
"2L",124250,"3:6",0
"2L",124750,"3:6",0.0641518466666667
