"chr","window","Comp","meanFst"
"2L",5750,"2:10",0.03731311
"2L",6250,"2:10",0.05660934
"2L",6750,"2:10",0
"2L",7250,"2:10",0.004154925
"2L",7750,"2:10",0.017396305
"2L",8250,"2:10",0.0217364066666667
"2L",8750,"2:10",0.033891135
"2L",9250,"2:10",0.0469784366666667
"2L",9750,"2:10",0.01126927
"2L",10250,"2:10",0.02979931
"2L",11750,"2:10",0
"2L",12250,"2:10",0.007386845
"2L",12750,"2:10",0
"2L",13750,"2:10",0.05269048
"2L",14250,"2:10",0.012379345
"2L",14750,"2:10",0
"2L",15250,"2:10",0
"2L",15750,"2:10",0.09764798
"2L",18250,"2:10",0.06257848
"2L",18750,"2:10",0.073474665
"2L",19250,"2:10",0.119407196666667
"2L",22250,"2:10",0.04702742
"2L",22750,"2:10",0
"2L",23250,"2:10",0
"2L",23750,"2:10",0
"2L",24250,"2:10",0.03123983
"2L",24750,"2:10",0.06999701
"2L",25250,"2:10",0.019828
"2L",25750,"2:10",0.07584921
"2L",26250,"2:10",0
"2L",27250,"2:10",0.023479755
"2L",27750,"2:10",0
"2L",28250,"2:10",0.04159495
"2L",28750,"2:10",0.01419834
"2L",29250,"2:10",0.0393847633333333
"2L",29750,"2:10",0
"2L",30250,"2:10",0
"2L",30750,"2:10",0
"2L",31250,"2:10",0.03578226
"2L",31750,"2:10",0
"2L",32250,"2:10",0.05566179
"2L",32750,"2:10",0
"2L",33250,"2:10",0.0593907633333333
"2L",33750,"2:10",0
"2L",34250,"2:10",0
"2L",34750,"2:10",0.01994368
"2L",35250,"2:10",0.046074285
"2L",36250,"2:10",0.03792401
"2L",36750,"2:10",0.05556783
"2L",37250,"2:10",0
"2L",37750,"2:10",0.0163278
"2L",38250,"2:10",0
"2L",40250,"2:10",0
"2L",40750,"2:10",0.0479106166666667
"2L",41250,"2:10",0.053636785
"2L",41750,"2:10",0.07169008
"2L",43250,"2:10",0.019539745
"2L",44250,"2:10",0
"2L",45250,"2:10",0.0335865433333333
"2L",45750,"2:10",0.04327375
"2L",46750,"2:10",0.011735145
"2L",53250,"2:10",0
"2L",53750,"2:10",0
"2L",55250,"2:10",0.0171793066666667
"2L",56250,"2:10",0.038302215
"2L",56750,"2:10",0.00967046
"2L",57250,"2:10",0.09450473
"2L",58250,"2:10",0.0250964766666667
"2L",58750,"2:10",0.00706679
"2L",59750,"2:10",0.008831205
"2L",60250,"2:10",0
"2L",61250,"2:10",0.0478426
"2L",62250,"2:10",0.01988282
"2L",62750,"2:10",0.01974025
"2L",63250,"2:10",0
"2L",63750,"2:10",0.0705578266666667
"2L",65250,"2:10",0.02955492
"2L",65750,"2:10",0
"2L",66250,"2:10",0.07246643
"2L",66750,"2:10",0
"2L",67250,"2:10",0.0148188833333333
"2L",67750,"2:10",0.02282193
"2L",68250,"2:10",0.01572315
"2L",68750,"2:10",0.0185065
"2L",69250,"2:10",0
"2L",69750,"2:10",0
"2L",70250,"2:10",0
"2L",70750,"2:10",0.01852954
"2L",71250,"2:10",0.01983871
"2L",72250,"2:10",0.07348093
"2L",72750,"2:10",0.06500958
"2L",73750,"2:10",0.03829686
"2L",74250,"2:10",0.00644675666666667
"2L",74750,"2:10",0
"2L",75250,"2:10",0
"2L",75750,"2:10",0
"2L",76250,"2:10",0.0338949766666667
"2L",76750,"2:10",0
"2L",77250,"2:10",0
"2L",77750,"2:10",0
"2L",79250,"2:10",0.0204718033333333
"2L",81250,"2:10",0
"2L",81750,"2:10",0.02354125
"2L",82750,"2:10",0.02289174
"2L",83750,"2:10",0
"2L",84250,"2:10",0.04655272
"2L",84750,"2:10",0.25741182
"2L",85250,"2:10",0
"2L",85750,"2:10",0.04413636
"2L",86750,"2:10",0
"2L",87250,"2:10",0.02226107
"2L",87750,"2:10",0.0610686966666667
"2L",89250,"2:10",0.021777085
"2L",90250,"2:10",0.01214936
"2L",90750,"2:10",0.0216913533333333
"2L",91250,"2:10",0.0224321266666667
"2L",92250,"2:10",0.0147507066666667
"2L",93250,"2:10",0
"2L",95250,"2:10",0.0490670766666667
"2L",95750,"2:10",0
"2L",96250,"2:10",0
"2L",96750,"2:10",0
"2L",97250,"2:10",0
"2L",97750,"2:10",0.02695486
"2L",98250,"2:10",0
"2L",98750,"2:10",0
"2L",99250,"2:10",0.0156947033333333
"2L",99750,"2:10",0
"2L",100250,"2:10",0.02504687
"2L",100750,"2:10",0.0200726066666667
"2L",101250,"2:10",0
"2L",101750,"2:10",0.0123470066666667
"2L",102250,"2:10",0
"2L",102750,"2:10",0.008172465
"2L",103250,"2:10",0
"2L",103750,"2:10",0
"2L",104250,"2:10",0.0743132766666667
"2L",104750,"2:10",0.024113795
"2L",105250,"2:10",0
"2L",105750,"2:10",0
"2L",106250,"2:10",0
"2L",106750,"2:10",0
"2L",107750,"2:10",0.026449185
"2L",108250,"2:10",0.00970874
"2L",108750,"2:10",0.01425795
"2L",109250,"2:10",0.02685006
"2L",109750,"2:10",0
"2L",110250,"2:10",0.09065928
"2L",110750,"2:10",0.0969513566666667
"2L",111250,"2:10",0.05052624
"2L",111750,"2:10",0
"2L",112750,"2:10",0.004808065
"2L",113750,"2:10",0
"2L",114250,"2:10",0.00922055666666667
"2L",114750,"2:10",0.03395567
"2L",115750,"2:10",0
"2L",116250,"2:10",0
"2L",117250,"2:10",0
"2L",117750,"2:10",0.02980165
"2L",118250,"2:10",0
"2L",118750,"2:10",0.05620778
"2L",119250,"2:10",0
"2L",119750,"2:10",0.03695282
"2L",120250,"2:10",0
"2L",121250,"2:10",0
"2L",122250,"2:10",0.00665902333333333
"2L",122750,"2:10",0
"2L",123250,"2:10",0
"2L",123750,"2:10",0.115196456666667
"2L",124250,"2:10",0
"2L",124750,"2:10",0.0499680933333333
"2L",125750,"2:10",0.121981173333333
"2L",126750,"2:10",0.02821807
"2L",127250,"2:10",0.154751026666667
"2L",127750,"2:10",0
"2L",128750,"2:10",0.01870573
"2L",129250,"2:10",0.02893678
"2L",129750,"2:10",0.039946095
"2L",130250,"2:10",0.0118832666666667
"2L",130750,"2:10",0.0231012066666667
"2L",131250,"2:10",0.0531215
