"chr","window","Comp","meanFst"
"2L",5750,"3:7",0.174666976666667
"2L",6250,"3:7",0.12818673
"2L",6750,"3:7",0.0835026566666667
"2L",7250,"3:7",0.178557345
"2L",7750,"3:7",0.242563065
"2L",8250,"3:7",0.0291739
"2L",8750,"3:7",0.049608835
"2L",9250,"3:7",0.221919426666667
"2L",9750,"3:7",0.07052069
"2L",10250,"3:7",0.207373153333333
"2L",11750,"3:7",0.0608956766666667
"2L",12250,"3:7",0.0532091
"2L",12750,"3:7",0
"2L",13750,"3:7",0.291479943333333
"2L",14250,"3:7",0.06391418
"2L",14750,"3:7",0
"2L",15250,"3:7",0
"2L",15750,"3:7",0.271187606666667
"2L",18250,"3:7",0.13806334
"2L",18750,"3:7",0.071518885
"2L",19250,"3:7",0.226680256666667
"2L",22250,"3:7",0.03385813
"2L",22750,"3:7",0
"2L",23250,"3:7",0
"2L",23750,"3:7",0
"2L",24250,"3:7",0.184164045
"2L",24750,"3:7",0.288880366666667
"2L",25250,"3:7",0.54545455
"2L",25750,"3:7",0.02952633
"2L",26250,"3:7",0.0794743733333333
"2L",27250,"3:7",0.28176554
"2L",27750,"3:7",0
"2L",28250,"3:7",0.05693572
"2L",28750,"3:7",0.221140485
"2L",29250,"3:7",0.0771741866666667
"2L",29750,"3:7",0
"2L",30250,"3:7",0
"2L",30750,"3:7",0
"2L",31250,"3:7",0.14551419
"2L",31750,"3:7",0
"2L",32250,"3:7",0.298968145
"2L",32750,"3:7",0
"2L",33250,"3:7",0.219262116666667
"2L",33750,"3:7",0
"2L",34250,"3:7",0.01463941
"2L",34750,"3:7",0.03359123
"2L",35250,"3:7",0.26815133
"2L",36250,"3:7",0.19731413
"2L",36750,"3:7",0.17359102
"2L",37250,"3:7",0
"2L",37750,"3:7",0.121804025
"2L",38250,"3:7",0
"2L",40250,"3:7",0
"2L",40750,"3:7",0.25089398
"2L",41250,"3:7",0.131219185
"2L",41750,"3:7",0.27690638
"2L",43250,"3:7",0.034830995
"2L",44250,"3:7",0
"2L",45250,"3:7",0.0992002966666667
"2L",45750,"3:7",0.287980593333333
"2L",46750,"3:7",0.07578942
"2L",53250,"3:7",0
"2L",53750,"3:7",0
"2L",55250,"3:7",0.0720185466666667
"2L",56250,"3:7",0.100461265
"2L",56750,"3:7",0.149488626666667
"2L",57250,"3:7",0.24510614
"2L",58250,"3:7",0.125841886666667
"2L",58750,"3:7",0.042602765
"2L",59750,"3:7",0.107840835
"2L",60250,"3:7",0.0788565666666667
"2L",61250,"3:7",0.0730863
"2L",62250,"3:7",0.05846955
"2L",62750,"3:7",0.20529572
"2L",63250,"3:7",0
"2L",63750,"3:7",0.235344996666667
"2L",65250,"3:7",0.25633489
"2L",65750,"3:7",0
"2L",66250,"3:7",0.186520013333333
"2L",66750,"3:7",0.00945421
"2L",67250,"3:7",0.0772893733333333
"2L",67750,"3:7",0.343648936666667
"2L",68250,"3:7",0.05910381
"2L",68750,"3:7",0.0107978133333333
"2L",69250,"3:7",0
"2L",69750,"3:7",0
"2L",70250,"3:7",0
"2L",70750,"3:7",0.216512645
"2L",71250,"3:7",0.16861302
"2L",72250,"3:7",0.21716406
"2L",72750,"3:7",0.311197595
"2L",73750,"3:7",0.0782288233333333
"2L",74250,"3:7",0.08872228
"2L",74750,"3:7",0
"2L",75250,"3:7",0
"2L",75750,"3:7",0
