"chr","window","Comp","meanFst"
"2L",5750,"4:6",0.0221892333333333
"2L",6250,"4:6",0.0179182566666667
"2L",6750,"4:6",0.0318880133333333
"2L",7250,"4:6",0.06158609
"2L",7750,"4:6",0.11704816
"2L",8250,"4:6",0.2455568
"2L",8750,"4:6",0.27661996
"2L",9250,"4:6",0.0297036066666667
"2L",9750,"4:6",0.072421505
"2L",10250,"4:6",0.0408043666666667
"2L",11750,"4:6",0.0337587233333333
"2L",12250,"4:6",0.071148775
"2L",12750,"4:6",0
"2L",13750,"4:6",0.0493255366666667
"2L",14250,"4:6",0.02402878
"2L",14750,"4:6",0
"2L",15250,"4:6",0
"2L",15750,"4:6",0.0267350433333333
"2L",18250,"4:6",0.04950183
"2L",18750,"4:6",0.037649105
"2L",19250,"4:6",0.0038391
"2L",22250,"4:6",0.05550338
"2L",22750,"4:6",0
"2L",23250,"4:6",0
"2L",23750,"4:6",0
"2L",24250,"4:6",0.00925823
"2L",24750,"4:6",0.0150870233333333
"2L",25250,"4:6",0.07142857
"2L",25750,"4:6",0.05029509
"2L",26250,"4:6",0.04619265
"2L",27250,"4:6",0.011377545
"2L",27750,"4:6",0.06313939
"2L",28250,"4:6",0.05491368
"2L",28750,"4:6",0.065380635
"2L",29250,"4:6",0.06676248
"2L",29750,"4:6",0
"2L",30250,"4:6",0
"2L",30750,"4:6",0
"2L",31250,"4:6",0.099709285
"2L",31750,"4:6",0
"2L",32250,"4:6",0.00579435
"2L",32750,"4:6",0
"2L",33250,"4:6",0.03263294
"2L",33750,"4:6",0.0087135
"2L",34250,"4:6",0
"2L",34750,"4:6",0.20001547
"2L",35250,"4:6",0.014743135
"2L",36250,"4:6",0.06080457
"2L",36750,"4:6",0.03895693
"2L",37250,"4:6",0
"2L",37750,"4:6",0.056281525
"2L",38250,"4:6",0
"2L",40250,"4:6",0
"2L",40750,"4:6",0.0231905633333333
"2L",41250,"4:6",0.2067999
"2L",41750,"4:6",0.04989808
"2L",43250,"4:6",0.08948656
"2L",44250,"4:6",0.00516796
"2L",45250,"4:6",0.0115869666666667
"2L",45750,"4:6",0.0155679733333333
"2L",46750,"4:6",0.03220338
"2L",53250,"4:6",0
"2L",53750,"4:6",0.00745067
"2L",55250,"4:6",0.0299697433333333
"2L",56250,"4:6",0.090534215
"2L",56750,"4:6",0.122540603333333
"2L",57250,"4:6",0.01131811
"2L",58250,"4:6",0.04089455
"2L",58750,"4:6",0.021420505
"2L",59750,"4:6",0.14859907
"2L",60250,"4:6",0.01238602
"2L",61250,"4:6",0.05154808
"2L",62250,"4:6",0.122934406666667
"2L",62750,"4:6",0.07149596
"2L",63250,"4:6",0
"2L",63750,"4:6",0.0940002966666667
"2L",65250,"4:6",0.0579956366666667
"2L",65750,"4:6",0
"2L",66250,"4:6",0.07962375
"2L",66750,"4:6",0.01231174
"2L",67250,"4:6",0.2232332
"2L",67750,"4:6",0.134979483333333
"2L",68250,"4:6",0.106751893333333
"2L",68750,"4:6",0.0893246266666667
"2L",69250,"4:6",0
"2L",69750,"4:6",0
"2L",70250,"4:6",0
"2L",70750,"4:6",0.001784425
"2L",71250,"4:6",0.0280013366666667
"2L",72250,"4:6",0.00767489
"2L",72750,"4:6",0.08220773
"2L",73750,"4:6",0.06577206
"2L",74250,"4:6",0.0298362066666667
"2L",74750,"4:6",0
"2L",75250,"4:6",0.0211801033333333
"2L",75750,"4:6",0
"2L",76250,"4:6",0.0535381766666667
"2L",76750,"4:6",0.00763359
"2L",77250,"4:6",0.032142705
"2L",77750,"4:6",0
"2L",79250,"4:6",0.123267996666667
"2L",81250,"4:6",0.0108870066666667
"2L",81750,"4:6",0.0708555666666667
"2L",82750,"4:6",0.08010517
"2L",83750,"4:6",0
"2L",84250,"4:6",0.319522375
"2L",84750,"4:6",0.14597437
"2L",85250,"4:6",0
"2L",85750,"4:6",0.0973446866666667
"2L",86750,"4:6",0.0160355766666667
"2L",87250,"4:6",0.347460076666667
"2L",87750,"4:6",0.01757122
"2L",89250,"4:6",0.012691745
"2L",90250,"4:6",0.23333659
"2L",90750,"4:6",0.137639393333333
"2L",91250,"4:6",0.0919952166666667
"2L",92250,"4:6",0.0363088633333333
"2L",93250,"4:6",0
"2L",95250,"4:6",0.188933496666667
"2L",95750,"4:6",0
"2L",96250,"4:6",0.094634875
"2L",96750,"4:6",0
"2L",97250,"4:6",0
"2L",97750,"4:6",0.165060286666667
"2L",98250,"4:6",0.04347826
