"chr","window","Comp","meanFst"
"2L",5750,"2:9",0.0192117633333333
"2L",6250,"2:9",0.07383157
"2L",6750,"2:9",0.10240499
"2L",7250,"2:9",0.00575967
"2L",7750,"2:9",0.017745495
"2L",8250,"2:9",0.0481458533333333
"2L",8750,"2:9",0.02331187
"2L",9250,"2:9",0.02400982
"2L",9750,"2:9",0.06051475
"2L",10250,"2:9",0.0275292333333333
"2L",11750,"2:9",0
"2L",12250,"2:9",0.03213443
"2L",12750,"2:9",0
"2L",13750,"2:9",0.0349032466666667
"2L",14250,"2:9",0
"2L",14750,"2:9",0
"2L",15250,"2:9",0
"2L",15750,"2:9",0.0133722466666667
"2L",18250,"2:9",0.066035
"2L",18750,"2:9",0.03461488
"2L",19250,"2:9",0.0372329166666667
"2L",22250,"2:9",0.04899209
"2L",22750,"2:9",0.01934421
"2L",23250,"2:9",0
"2L",23750,"2:9",0
"2L",24250,"2:9",0.016607175
"2L",24750,"2:9",0.0769164366666667
"2L",25250,"2:9",0.01084693
"2L",25750,"2:9",0.05938451
"2L",26250,"2:9",0
"2L",27250,"2:9",0.023796975
"2L",27750,"2:9",0.07033234
"2L",28250,"2:9",0.016785905
"2L",28750,"2:9",0.0093149
"2L",29250,"2:9",0.0366372433333333
"2L",29750,"2:9",0
"2L",30250,"2:9",0
"2L",30750,"2:9",0
"2L",31250,"2:9",0.016679415
"2L",31750,"2:9",0
"2L",32250,"2:9",0.03109031
"2L",32750,"2:9",0
"2L",33250,"2:9",0.0267920833333333
"2L",33750,"2:9",0.0324794933333333
"2L",34250,"2:9",0.0354793733333333
"2L",34750,"2:9",0.02636485
"2L",35250,"2:9",0.02661737
"2L",36250,"2:9",0.017625955
"2L",36750,"2:9",0.028194835
"2L",37250,"2:9",0
"2L",37750,"2:9",0.012181325
"2L",38250,"2:9",0
"2L",40250,"2:9",0.03009023
"2L",40750,"2:9",0.05869916
"2L",41250,"2:9",0.06494045
"2L",41750,"2:9",0.00524713
"2L",43250,"2:9",0.011477465
"2L",44250,"2:9",0.04399315
"2L",45250,"2:9",0.05835352
"2L",45750,"2:9",0.0261323
"2L",46750,"2:9",0.059680175
"2L",53250,"2:9",0
"2L",53750,"2:9",0.00566586
"2L",55250,"2:9",0.0339588866666667
"2L",56250,"2:9",0.08135193
"2L",56750,"2:9",0.0229071766666667
"2L",57250,"2:9",0.02008577
"2L",58250,"2:9",0.0214400433333333
"2L",58750,"2:9",0.02092259
"2L",59750,"2:9",0.0036304
"2L",60250,"2:9",0
"2L",61250,"2:9",0.03393421
"2L",62250,"2:9",0.01411921
"2L",62750,"2:9",0.06818434
"2L",63250,"2:9",0
"2L",63750,"2:9",0.0221241533333333
"2L",65250,"2:9",0.0287677933333333
"2L",65750,"2:9",0
"2L",66250,"2:9",0.0263627833333333
"2L",66750,"2:9",0.086039515
"2L",67250,"2:9",0.0790661433333333
"2L",67750,"2:9",0.0544077766666667
"2L",68250,"2:9",0.0887563866666667
"2L",68750,"2:9",0.18942853
"2L",69250,"2:9",0
"2L",69750,"2:9",0
"2L",70250,"2:9",0
"2L",70750,"2:9",0.0162484
"2L",71250,"2:9",0.00928622
"2L",72250,"2:9",0.05137404
"2L",72750,"2:9",0.02445122
"2L",73750,"2:9",0.0318865733333333
"2L",74250,"2:9",0.03423797
"2L",74750,"2:9",0.02832576
"2L",75250,"2:9",0.0422702466666667
"2L",75750,"2:9",0
"2L",76250,"2:9",0.0290014333333333
"2L",76750,"2:9",0.030935065
"2L",77250,"2:9",0.10752662
"2L",77750,"2:9",0
"2L",79250,"2:9",0.0495854366666667
"2L",81250,"2:9",0.0263038
"2L",81750,"2:9",0.0662076433333333
"2L",82750,"2:9",0.0176121833333333
"2L",83750,"2:9",0
"2L",84250,"2:9",0.07571257
"2L",84750,"2:9",0.22568011
"2L",85250,"2:9",0
"2L",85750,"2:9",0.09435073
"2L",86750,"2:9",0.03026947
"2L",87250,"2:9",0.0209068366666667
"2L",87750,"2:9",0.0474277666666667
"2L",89250,"2:9",0.019285685
"2L",90250,"2:9",0.0399607333333333
"2L",90750,"2:9",0.0231838433333333
"2L",91250,"2:9",0.0202879433333333
"2L",92250,"2:9",0.0132104933333333
"2L",93250,"2:9",0
"2L",95250,"2:9",0.04192369
"2L",95750,"2:9",0
"2L",96250,"2:9",0.092603
"2L",96750,"2:9",0
"2L",97250,"2:9",0
"2L",97750,"2:9",0.0496132033333333
"2L",98250,"2:9",0.08846204
"2L",98750,"2:9",0.10225512
"2L",99250,"2:9",0.0510976
"2L",99750,"2:9",0.068931215
"2L",100250,"2:9",0.0408128333333333
"2L",100750,"2:9",0.143244976666667
"2L",101250,"2:9",0
"2L",101750,"2:9",0.0250890066666667
"2L",102250,"2:9",0.0417482466666667
"2L",102750,"2:9",0.03582721
"2L",103250,"2:9",0.114305583333333
"2L",103750,"2:9",0.09199488
"2L",104250,"2:9",0.0518711333333333
"2L",104750,"2:9",0.02279876
"2L",105250,"2:9",0
"2L",105750,"2:9",0.104843725
"2L",106250,"2:9",0.085094785
"2L",106750,"2:9",0.07186882
"2L",107750,"2:9",0.036358525
"2L",108250,"2:9",0.07176322
"2L",108750,"2:9",0.12465185
"2L",109250,"2:9",0.0944024
"2L",109750,"2:9",0.102986876666667
"2L",110250,"2:9",0.08888675
"2L",110750,"2:9",0.0651726666666667
"2L",111250,"2:9",0.0257891233333333
"2L",111750,"2:9",0
"2L",112750,"2:9",0.059052445
"2L",113750,"2:9",0
"2L",114250,"2:9",0.02254735
"2L",114750,"2:9",0.037368575
"2L",115750,"2:9",0.088605155
"2L",116250,"2:9",0.124611156666667
"2L",117250,"2:9",0.0860477566666667
"2L",117750,"2:9",0.00589848
"2L",118250,"2:9",0
"2L",118750,"2:9",0.090530535
"2L",119250,"2:9",0
"2L",119750,"2:9",0.0322121833333333
"2L",120250,"2:9",0.120257066666667
"2L",121250,"2:9",0.136457643333333
"2L",122250,"2:9",0.146203756666667
"2L",122750,"2:9",0.0829282633333333
"2L",123250,"2:9",0.0277953266666667
"2L",123750,"2:9",0.11435681
"2L",124250,"2:9",0
"2L",124750,"2:9",0.04149753
"2L",125750,"2:9",0.100765636666667
"2L",126750,"2:9",0.037132205
"2L",127250,"2:9",0.0709997533333333
"2L",127750,"2:9",0.09268486
"2L",128750,"2:9",0.01561668
"2L",129250,"2:9",0.0516975
"2L",129750,"2:9",0.0079414
"2L",130250,"2:9",0.0359055533333333
"2L",130750,"2:9",0.04823482
"2L",131250,"2:9",0.04566534
"2L",131750,"2:9",0
"2L",132250,"2:9",0.0655313
"2L",132750,"2:9",0.03697788
"2L",133250,"2:9",0
"2L",133750,"2:9",0
"2L",134250,"2:9",0
"2L",135250,"2:9",0.0326360366666667
"2L",135750,"2:9",0.04359087
"2L",137750,"2:9",0.0682970966666667
"2L",139250,"2:9",0.0406488566666667
"2L",139750,"2:9",0.111883416666667
"2L",140250,"2:9",0
"2L",140750,"2:9",0.0564736
"2L",141250,"2:9",0
"2L",141750,"2:9",0.0487533
"2L",142250,"2:9",0
"2L",142750,"2:9",0.059498655
"2L",143250,"2:9",0
"2L",143750,"2:9",0.0916274666666667
"2L",144250,"2:9",0.044533415
"2L",144750,"2:9",0
"2L",145250,"2:9",0.194921835
"2L",145750,"2:9",0.124476145
"2L",146750,"2:9",0.059904405
"2L",147750,"2:9",0.0316613166666667
"2L",148250,"2:9",0.215454265
"2L",148750,"2:9",0
"2L",149250,"2:9",0.23723655
"2L",149750,"2:9",0.0784222166666667
"2L",150750,"2:9",0.01325346
"2L",151250,"2:9",0.028380665
"2L",151750,"2:9",0.211221305
"2L",152250,"2:9",0
"2L",152750,"2:9",0.050329755
"2L",153250,"2:9",0.0587677433333333
"2L",153750,"2:9",0.11479699
"2L",154250,"2:9",0.0405045866666667
"2L",154750,"2:9",0.055174275
"2L",155250,"2:9",0
"2L",155750,"2:9",0.01670889
"2L",156250,"2:9",0.0459262233333333
"2L",156750,"2:9",0.011068375
"2L",157250,"2:9",0
"2L",157750,"2:9",0.101918533333333
"2L",158250,"2:9",0
"2L",158750,"2:9",0.0767095066666667
"2L",159750,"2:9",0.07754841
"2L",160250,"2:9",0.0473161166666667
"2L",161250,"2:9",0.015121885
"2L",161750,"2:9",0.107355053333333
"2L",163250,"2:9",0.051377065
"2L",163750,"2:9",0.08766944
"2L",164250,"2:9",0
"2L",165250,"2:9",0.0358220466666667
"2L",166250,"2:9",0.0501000033333333
"2L",166750,"2:9",0.06111679
"2L",167250,"2:9",0.01814351
"2L",167750,"2:9",0
"2L",168250,"2:9",0.0128467733333333
"2L",169250,"2:9",0.00633497666666667
"2L",173250,"2:9",0.04944466
"2L",174250,"2:9",0.05917511
"2L",175750,"2:9",0
"2L",176750,"2:9",0.0351559666666667
"2L",177250,"2:9",0.044623275
"2L",178250,"2:9",0.03194085
"2L",178750,"2:9",0
"2L",179250,"2:9",0
"2L",179750,"2:9",0.0138709933333333
"2L",180750,"2:9",0
"2L",184250,"2:9",0
"2L",184750,"2:9",0.009686025
"2L",185250,"2:9",0.03331876
"2L",185750,"2:9",0
"2L",186250,"2:9",0.0711662966666667
"2L",186750,"2:9",0
"2L",187750,"2:9",0.089988425
"2L",188250,"2:9",0
"2L",188750,"2:9",0
"2L",189250,"2:9",0
"2L",189750,"2:9",0.05148304
"2L",190250,"2:9",0.168855973333333
"2L",190750,"2:9",0.155894073333333
"2L",191250,"2:9",0
"2L",191750,"2:9",0.069801325
"2L",192250,"2:9",0.068074405
"2L",192750,"2:9",0.15197602
"2L",193250,"2:9",0.12422483
"2L",193750,"2:9",0
"2L",194250,"2:9",0.088497045
"2L",194750,"2:9",0.05731777
"2L",195250,"2:9",0.088469115
"2L",195750,"2:9",0
"2L",196250,"2:9",0
"2L",196750,"2:9",0.113700505
"2L",197250,"2:9",0.11880618
"2L",197750,"2:9",0.125935336666667
"2L",198250,"2:9",0.14307861
"2L",198750,"2:9",0.10578281
"2L",199250,"2:9",0.101489625
"2L",200250,"2:9",0.080948865
"2L",200750,"2:9",0
"2L",201250,"2:9",0.16770186
"2L",201750,"2:9",0
"2L",202250,"2:9",0
"2L",204250,"2:9",0
"2L",204750,"2:9",0.0214516833333333
"2L",205250,"2:9",0.114186815
"2L",205750,"2:9",0.106464515
"2L",206250,"2:9",0.038069255
"2L",206750,"2:9",0
"2L",207250,"2:9",0.10652643
"2L",207750,"2:9",0.1313203
"2L",208250,"2:9",0.047443445
"2L",208750,"2:9",0.0171399
"2L",209250,"2:9",0.00958354
"2L",209750,"2:9",0.0176123266666667
"2L",211750,"2:9",0
"2L",212250,"2:9",0.00999671
"2L",212750,"2:9",0
"2L",213250,"2:9",0.054374175
