"chr","window","Comp","meanFst"
"2L",5750,"9:11",0.02556989
"2L",6250,"9:11",0.00135972
"2L",6750,"9:11",0.0364374533333333
"2L",7250,"9:11",0.142973745
"2L",7750,"9:11",0.05281426
"2L",8250,"9:11",0.106381263333333
"2L",8750,"9:11",0.16405796
"2L",9250,"9:11",0.00252254
"2L",9750,"9:11",0.081883435
"2L",10250,"9:11",0.0367991833333333
"2L",11750,"9:11",0
"2L",12250,"9:11",0.05733853
"2L",12750,"9:11",0
"2L",13750,"9:11",0.00361019666666667
"2L",14250,"9:11",0
"2L",14750,"9:11",0
"2L",15250,"9:11",0
"2L",15750,"9:11",0.03746367
"2L",18250,"9:11",0.06353205
"2L",18750,"9:11",0.041080965
"2L",19250,"9:11",0.0152341533333333
"2L",22250,"9:11",0.127054783333333
"2L",22750,"9:11",0.00680532
"2L",23250,"9:11",0
"2L",23750,"9:11",0
"2L",24250,"9:11",0.00053248
"2L",24750,"9:11",0.01944866
"2L",25250,"9:11",0.18032787
"2L",25750,"9:11",0.077659905
"2L",26250,"9:11",0
"2L",27250,"9:11",0.02627787
"2L",27750,"9:11",0.0558730766666667
"2L",28250,"9:11",0.07488127
"2L",28750,"9:11",0.042279545
"2L",29250,"9:11",0.01257718
"2L",29750,"9:11",0
"2L",30250,"9:11",0
"2L",30750,"9:11",0
"2L",31250,"9:11",0.138945065
"2L",31750,"9:11",0
"2L",32250,"9:11",0.0024302
"2L",32750,"9:11",0
"2L",33250,"9:11",0.00273255
"2L",33750,"9:11",0.00197374666666667
"2L",34250,"9:11",0.00292775333333333
"2L",34750,"9:11",0.11977386
"2L",35250,"9:11",0.001947385
"2L",36250,"9:11",0.03928006
"2L",36750,"9:11",0.01704446
"2L",37250,"9:11",0
"2L",37750,"9:11",0.06838201
"2L",38250,"9:11",0
"2L",40250,"9:11",0.0085582
"2L",40750,"9:11",0.00142871333333333
"2L",41250,"9:11",0.067034435
"2L",41750,"9:11",0.0581343
"2L",43250,"9:11",0.07593505
"2L",44250,"9:11",0.00470161333333333
"2L",45250,"9:11",0.00261224333333333
"2L",45750,"9:11",0.0265819733333333
"2L",46750,"9:11",0.086448625
"2L",53250,"9:11",0
