"chr","window","Comp","meanFst"
"2L",5750,"11:13",0.01459168
"2L",6250,"11:13",0.00456997666666667
"2L",6750,"11:13",0.01429104
"2L",7250,"11:13",0.01589741
"2L",7750,"11:13",0.05850255
"2L",8250,"11:13",0.0517750766666667
"2L",8750,"11:13",0.18311578
"2L",9250,"11:13",0.0159595866666667
"2L",9750,"11:13",0.07936536
"2L",10250,"11:13",0.05573614
"2L",11750,"11:13",0.0111956933333333
"2L",12250,"11:13",0.066193525
"2L",12750,"11:13",0
"2L",13750,"11:13",0.00315416666666667
"2L",14250,"11:13",0.04311533
"2L",14750,"11:13",0
"2L",15250,"11:13",0
"2L",15750,"11:13",0.0302793566666667
"2L",18250,"11:13",0.0457244
"2L",18750,"11:13",0.056683135
"2L",19250,"11:13",0.02379558
"2L",22250,"11:13",0.15397787
"2L",22750,"11:13",0.01410331
"2L",23250,"11:13",0
"2L",23750,"11:13",0
"2L",24250,"11:13",0.002201975
"2L",24750,"11:13",0.0514734733333333
"2L",25250,"11:13",0.02564103
"2L",25750,"11:13",0.0504549
"2L",26250,"11:13",0.0407688733333333
"2L",27250,"11:13",0.03058564
"2L",27750,"11:13",0.0814942866666667
"2L",28250,"11:13",0.065522855
"2L",28750,"11:13",0.02201309
"2L",29250,"11:13",0.0335635333333333
"2L",29750,"11:13",0
"2L",30250,"11:13",0
"2L",30750,"11:13",0
"2L",31250,"11:13",0.144226795
"2L",31750,"11:13",0
"2L",32250,"11:13",0.007483775
"2L",32750,"11:13",0.024590165
"2L",33250,"11:13",0.00622898
"2L",33750,"11:13",0.02726773
"2L",34250,"11:13",0.0304057833333333
"2L",34750,"11:13",0.10501488
"2L",35250,"11:13",0.00452734
"2L",36250,"11:13",0.029127765
"2L",36750,"11:13",0.043012485
"2L",37250,"11:13",0
"2L",37750,"11:13",0.027058455
"2L",38250,"11:13",0
"2L",40250,"11:13",0.00957054333333333
"2L",40750,"11:13",0.0135192633333333
"2L",41250,"11:13",0.13837849
"2L",41750,"11:13",0.05192491
"2L",43250,"11:13",0.0563151
"2L",44250,"11:13",0.00406884666666667
"2L",45250,"11:13",0.00440812
"2L",45750,"11:13",0.0227311466666667
"2L",46750,"11:13",0.105846275
"2L",53250,"11:13",0
"2L",53750,"11:13",0.05820197
"2L",55250,"11:13",0.09744202
"2L",56250,"11:13",0.07940024
"2L",56750,"11:13",0.09884184
"2L",57250,"11:13",0.003379665
"2L",58250,"11:13",0.05216567
"2L",58750,"11:13",0.03491247
"2L",59750,"11:13",0.095907505
"2L",60250,"11:13",0.0287734933333333
"2L",61250,"11:13",0.031493195
"2L",62250,"11:13",0.0934353766666667
"2L",62750,"11:13",0.07057831
"2L",63250,"11:13",0
"2L",63750,"11:13",0.0840564133333333
"2L",65250,"11:13",0.0184960233333333
"2L",65750,"11:13",0.0543754266666667
"2L",66250,"11:13",0.0634620366666667
"2L",66750,"11:13",0.053591995
"2L",67250,"11:13",0.138875216666667
"2L",67750,"11:13",0.105467396666667
"2L",68250,"11:13",0.01469746
"2L",68750,"11:13",0.04242675
"2L",69250,"11:13",0
"2L",69750,"11:13",0
"2L",70250,"11:13",0
"2L",70750,"11:13",0.02280439
"2L",71250,"11:13",0.0151739666666667
"2L",72250,"11:13",0.02967052
"2L",72750,"11:13",0.01075269
"2L",73750,"11:13",0.03892036
"2L",74250,"11:13",0.0760639966666667
"2L",74750,"11:13",0.01777064
"2L",75250,"11:13",0.01594397
"2L",75750,"11:13",0
"2L",76250,"11:13",0.0479856366666667
"2L",76750,"11:13",0.00748211
"2L",77250,"11:13",0.03419302
"2L",77750,"11:13",0
"2L",79250,"11:13",0.0813432866666667
"2L",81250,"11:13",0.00261594
"2L",81750,"11:13",0.21849925
"2L",82750,"11:13",0.17158708
"2L",83750,"11:13",0
"2L",84250,"11:13",0.06603279
"2L",84750,"11:13",0.07666643
"2L",85250,"11:13",0
"2L",85750,"11:13",0.0370587466666667
"2L",86750,"11:13",0.0431481433333333
"2L",87250,"11:13",0.260302086666667
"2L",87750,"11:13",0.0224913633333333
"2L",89250,"11:13",0.00924789
"2L",90250,"11:13",0.18130107
"2L",90750,"11:13",0.154682426666667
"2L",91250,"11:13",0.147604483333333
"2L",92250,"11:13",0.09565223
"2L",93250,"11:13",0
"2L",95250,"11:13",0.126786773333333
"2L",95750,"11:13",0
"2L",96250,"11:13",0.06930693
"2L",96750,"11:13",0
"2L",97250,"11:13",0
"2L",97750,"11:13",0.142256673333333
"2L",98250,"11:13",0.08259732
"2L",98750,"11:13",0.113313155
"2L",99250,"11:13",0.210155393333333
"2L",99750,"11:13",0.113231535
"2L",100250,"11:13",0.0222903633333333
"2L",100750,"11:13",0.0901833866666667
"2L",101250,"11:13",0
"2L",101750,"11:13",0.130699356666667
"2L",102250,"11:13",0.0389476466666667
"2L",102750,"11:13",0.20285546
"2L",103250,"11:13",0.0995867733333333
"2L",103750,"11:13",0.106785035
"2L",104250,"11:13",0.0763307966666667
"2L",104750,"11:13",0.252513195
"2L",105250,"11:13",0
"2L",105750,"11:13",0.106566935
"2L",106250,"11:13",0.10342277
"2L",106750,"11:13",0.152129915
"2L",107750,"11:13",0.123403255
"2L",108250,"11:13",0.06692097
"2L",108750,"11:13",0.0952381
"2L",109250,"11:13",0.0636776033333333
"2L",109750,"11:13",0.0675467566666667
"2L",110250,"11:13",0.04422636
"2L",110750,"11:13",0.0663611033333333
"2L",111250,"11:13",0.00383035
"2L",111750,"11:13",0
"2L",112750,"11:13",0.08061248
"2L",113750,"11:13",0
"2L",114250,"11:13",0.235403223333333
"2L",114750,"11:13",0.107824865
"2L",115750,"11:13",0.051273945
"2L",116250,"11:13",0.08776309
"2L",117250,"11:13",0.0290262233333333
"2L",117750,"11:13",0.0968135
"2L",118250,"11:13",0
"2L",118750,"11:13",0.13759622
"2L",119250,"11:13",0
"2L",119750,"11:13",0.209325423333333
"2L",120250,"11:13",0.0229023433333333
"2L",121250,"11:13",0.124615596666667
"2L",122250,"11:13",0.0253716166666667
"2L",122750,"11:13",0.03326805
"2L",123250,"11:13",0.0400095966666667
"2L",123750,"11:13",0.0406608166666667
"2L",124250,"11:13",0
"2L",124750,"11:13",0.228718346666667
"2L",125750,"11:13",0.0740940866666667
"2L",126750,"11:13",0.07126418
"2L",127250,"11:13",0.00383129666666667
"2L",127750,"11:13",0.07542202
"2L",128750,"11:13",0.019923985
"2L",129250,"11:13",0.0654972566666667
"2L",129750,"11:13",0.1491792
"2L",130250,"11:13",0.189771733333333
"2L",130750,"11:13",0.18596859
"2L",131250,"11:13",0.0874999066666667
"2L",131750,"11:13",0
"2L",132250,"11:13",0.05836025
"2L",132750,"11:13",0.228862085
"2L",133250,"11:13",0
"2L",133750,"11:13",0
"2L",134250,"11:13",0
"2L",135250,"11:13",0.136966093333333
"2L",135750,"11:13",0.107864913333333
"2L",137750,"11:13",0.0323366333333333
"2L",139250,"11:13",0.0561855666666667
"2L",139750,"11:13",0.0179219633333333
"2L",140250,"11:13",0.02371792
"2L",140750,"11:13",0.075619045
"2L",141250,"11:13",0
"2L",141750,"11:13",0.105943216666667
"2L",142250,"11:13",0
"2L",142750,"11:13",0.159711385
"2L",143250,"11:13",0.0243360866666667
"2L",143750,"11:13",0.105752493333333
"2L",144250,"11:13",0.089474155
"2L",144750,"11:13",0
"2L",145250,"11:13",0.015679825
"2L",145750,"11:13",0.06087982
"2L",146750,"11:13",0.042830435
"2L",147750,"11:13",0.0916582633333333
"2L",148250,"11:13",0.005599935
"2L",148750,"11:13",0.02272727
"2L",149250,"11:13",0.03664848
"2L",149750,"11:13",0.179005806666667
"2L",150750,"11:13",0.0977945333333333
"2L",151250,"11:13",0.10754134
"2L",151750,"11:13",0.018163475
"2L",152250,"11:13",0
"2L",152750,"11:13",0.03435348
"2L",153250,"11:13",0.16236189
"2L",153750,"11:13",0.0113986
"2L",154250,"11:13",0.192400723333333
"2L",154750,"11:13",0.05142401
"2L",155250,"11:13",0.03448276
"2L",155750,"11:13",0.038530415
"2L",156250,"11:13",0.00908793666666667
"2L",156750,"11:13",0.14933243
"2L",157250,"11:13",0
"2L",157750,"11:13",0.117957566666667
"2L",158250,"11:13",0
"2L",158750,"11:13",0.118291536666667
"2L",159750,"11:13",0.0370287533333333
"2L",160250,"11:13",0.0486071333333333
"2L",161250,"11:13",0.0295295
"2L",161750,"11:13",0.07766907
"2L",163250,"11:13",0.081836825
"2L",163750,"11:13",0.0654797966666667
"2L",164250,"11:13",0
"2L",165250,"11:13",0.04381263
"2L",166250,"11:13",0.0385190166666667
"2L",166750,"11:13",0.088789505
"2L",167250,"11:13",0.03792296
"2L",167750,"11:13",0.0141497033333333
"2L",168250,"11:13",0.02168102
"2L",169250,"11:13",0.0635973833333333
"2L",173250,"11:13",0.210248846666667
"2L",174250,"11:13",0.12533919
"2L",175750,"11:13",0
"2L",176750,"11:13",0.144240223333333
"2L",177250,"11:13",0.02395777
"2L",178250,"11:13",0.18456496
"2L",178750,"11:13",0.0367744466666667
"2L",179250,"11:13",0
"2L",179750,"11:13",0.0182567966666667
"2L",180750,"11:13",0.0176995933333333
"2L",184250,"11:13",0
"2L",184750,"11:13",0.139360225
"2L",185250,"11:13",0.11715603
"2L",185750,"11:13",0
"2L",186250,"11:13",0.0487200266666667
"2L",186750,"11:13",0
"2L",187750,"11:13",0.038689355
"2L",188250,"11:13",0.07142857
"2L",188750,"11:13",0
"2L",189250,"11:13",0
"2L",189750,"11:13",0.221255345
"2L",190250,"11:13",0.0494727266666667
"2L",190750,"11:13",0.0124757366666667
"2L",191250,"11:13",0
"2L",191750,"11:13",0.121930325
"2L",192250,"11:13",0.098790315
"2L",192750,"11:13",0.0610472
"2L",193250,"11:13",0.005853855
"2L",193750,"11:13",0
"2L",194250,"11:13",0.130401235
"2L",194750,"11:13",0.151567005
"2L",195250,"11:13",0.122842095
"2L",195750,"11:13",0
"2L",196250,"11:13",0
"2L",196750,"11:13",0.10028484
"2L",197250,"11:13",0.0886841233333333
"2L",197750,"11:13",0.0113481066666667
"2L",198250,"11:13",0.05414615
"2L",198750,"11:13",0.09847452
"2L",199250,"11:13",0.0768988
"2L",200250,"11:13",0.00698612
"2L",200750,"11:13",0.02857143
"2L",201250,"11:13",0.02290345
"2L",201750,"11:13",0
"2L",202250,"11:13",0
"2L",204250,"11:13",0.04760627
"2L",204750,"11:13",0.132891703333333
"2L",205250,"11:13",0.05193689
"2L",205750,"11:13",0.037508965
"2L",206250,"11:13",0.03126007
"2L",206750,"11:13",0
"2L",207250,"11:13",0.0328226
"2L",207750,"11:13",0.036397505
"2L",208250,"11:13",0.081978635
"2L",208750,"11:13",0.21868916
"2L",209250,"11:13",0.253648775
"2L",209750,"11:13",0.153861846666667
"2L",211750,"11:13",0.0508605933333333
"2L",212250,"11:13",0.04511435
"2L",212750,"11:13",0
"2L",213250,"11:13",0.35920806
"2L",213750,"11:13",0.04146841
"2L",214250,"11:13",0.05828475
"2L",215750,"11:13",0.17102523
"2L",216250,"11:13",0.0817966566666667
"2L",216750,"11:13",0.233630365
"2L",217250,"11:13",0.241444293333333
"2L",217750,"11:13",0.23427008
"2L",218250,"11:13",0.27383062
"2L",219250,"11:13",0.0186558733333333
"2L",219750,"11:13",0.0261080233333333
"2L",221750,"11:13",0.0444247833333333
"2L",222250,"11:13",0.0844197233333333
"2L",223250,"11:13",0.0868681666666667
"2L",223750,"11:13",0.0748322033333333
"2L",224250,"11:13",0.180942216666667
"2L",225250,"11:13",0.01236348
"2L",226250,"11:13",0.072514895
"2L",226750,"11:13",0.015786415
"2L",227250,"11:13",0.05241983
"2L",227750,"11:13",0.0464235933333333
"2L",228250,"11:13",0.0597272766666667
"2L",228750,"11:13",0.03367403
"2L",229250,"11:13",0.08715109
"2L",230750,"11:13",0.0530088666666667
"2L",231750,"11:13",0.0838177166666667
"2L",232250,"11:13",0.0609858733333333
"2L",232750,"11:13",0.174951905
"2L",233250,"11:13",0.020805685
"2L",233750,"11:13",0.01391329
"2L",234750,"11:13",0.18601391
"2L",235250,"11:13",0
"2L",235750,"11:13",0.048872735
"2L",236250,"11:13",0.046918985
"2L",236750,"11:13",0.119151496666667
"2L",237250,"11:13",0.04791365
"2L",237750,"11:13",0.11111111
"2L",238250,"11:13",0.32564958
"2L",238750,"11:13",0
"2L",239250,"11:13",0.190295205
"2L",239750,"11:13",0.194663935
"2L",240250,"11:13",0
"2L",240750,"11:13",0.06013835
"2L",241250,"11:13",0.052237675
"2L",241750,"11:13",0.06696648
"2L",242250,"11:13",0.1292621
"2L",243250,"11:13",0.122856515
"2L",243750,"11:13",0.06971018
"2L",245750,"11:13",0.0176482866666667
"2L",246250,"11:13",0.11466767
"2L",247250,"11:13",0.09090909
"2L",247750,"11:13",0.151417113333333
"2L",248750,"11:13",0.026260095
"2L",249750,"11:13",0.0698915733333333
"2L",250250,"11:13",0.0210790733333333
"2L",250750,"11:13",0.21346068
"2L",251750,"11:13",0
"2L",252750,"11:13",0
"2L",253250,"11:13",0.03671706
"2L",253750,"11:13",0.213427195
"2L",254250,"11:13",0.0497214033333333
"2L",254750,"11:13",0.211776555
"2L",255750,"11:13",0.0669690233333333
"2L",256250,"11:13",0.0796397533333333
"2L",257250,"11:13",0.0139636933333333
"2L",258250,"11:13",0.118548215
"2L",258750,"11:13",0.064521445
"2L",261750,"11:13",0.14275719
"2L",262250,"11:13",0.080843995
"2L",263750,"11:13",0.09923431
"2L",264250,"11:13",0.11689775
"2L",264750,"11:13",0.05676239
"2L",265250,"11:13",0.04094364
"2L",265750,"11:13",0.12331819
"2L",266250,"11:13",0.02439024
"2L",266750,"11:13",0.0102033
"2L",268250,"11:13",0.102394043333333
"2L",269750,"11:13",0
"2L",270250,"11:13",0.01841558
"2L",270750,"11:13",0.065655705
"2L",271250,"11:13",0.114844956666667
"2L",272250,"11:13",0
"2L",272750,"11:13",0.08623166
"2L",274250,"11:13",0.0484668433333333
"2L",274750,"11:13",0.240762246666667
"2L",275250,"11:13",0
"2L",275750,"11:13",0.10018227
"2L",276250,"11:13",0
"2L",277250,"11:13",0
"2L",278250,"11:13",0.11602973
"2L",278750,"11:13",0.10127405
"2L",279250,"11:13",0.0351731433333333
"2L",279750,"11:13",0.05825429
"2L",280250,"11:13",0.02397536
"2L",280750,"11:13",0.11027714
"2L",281250,"11:13",0.0110481933333333
"2L",281750,"11:13",0.0635126566666667
"2L",282250,"11:13",0.056885545
"2L",282750,"11:13",0.056694295
"2L",283250,"11:13",0.0215566633333333
"2L",284250,"11:13",0.01509539
"2L",284750,"11:13",0.04617594
"2L",285250,"11:13",0.11559864
"2L",285750,"11:13",0.14165705
"2L",286250,"11:13",0.01100456
"2L",286750,"11:13",0.0249415333333333
"2L",287750,"11:13",0.102419245
"2L",288250,"11:13",0
"2L",288750,"11:13",0
"2L",289750,"11:13",0.186588746666667
"2L",291750,"11:13",0
"2L",292750,"11:13",0.04408623
