"chr","window","Comp","meanFst"
"2L",5750,"1:9",0.0799067933333333
"2L",6250,"1:9",0.079343
"2L",6750,"1:9",0.0133326333333333
"2L",7250,"1:9",0.05862335
"2L",7750,"1:9",0.01684881
"2L",8250,"1:9",0.0167025566666667
"2L",8750,"1:9",0.007032575
"2L",9250,"1:9",0.0260460433333333
"2L",9750,"1:9",0.00146267
"2L",10250,"1:9",0.08743114
"2L",11750,"1:9",0
"2L",12250,"1:9",0.007003125
"2L",12750,"1:9",0
"2L",13750,"1:9",0.05075952
"2L",14250,"1:9",0
"2L",14750,"1:9",0
"2L",15250,"1:9",0
"2L",15750,"1:9",0.02809254
"2L",18250,"1:9",0.03288439
"2L",18750,"1:9",0.035202295
"2L",19250,"1:9",0.05867632
"2L",22250,"1:9",0.0170558733333333
"2L",22750,"1:9",0.017657495
"2L",23250,"1:9",0
"2L",23750,"1:9",0
"2L",24250,"1:9",0.020176455
"2L",24750,"1:9",0.0609956433333333
"2L",25250,"1:9",0.09286092
"2L",25750,"1:9",0.107694895
"2L",26250,"1:9",0
"2L",27250,"1:9",0.031994175
"2L",27750,"1:9",0.00630146
"2L",28250,"1:9",0.105316615
"2L",28750,"1:9",0.05800648
"2L",29250,"1:9",0.0203310866666667
"2L",29750,"1:9",0
"2L",30250,"1:9",0
"2L",30750,"1:9",0
"2L",31250,"1:9",0.01935664
"2L",31750,"1:9",0
"2L",32250,"1:9",0.03161181
"2L",32750,"1:9",0
"2L",33250,"1:9",0.0207449233333333
"2L",33750,"1:9",0.0241946833333333
"2L",34250,"1:9",0.02721131
"2L",34750,"1:9",0.035363775
"2L",35250,"1:9",0.14576356
"2L",36250,"1:9",0.09068262
"2L",36750,"1:9",0.066916795
"2L",37250,"1:9",0
"2L",37750,"1:9",0.117816105
"2L",38250,"1:9",0
"2L",40250,"1:9",0.0228139066666667
"2L",40750,"1:9",0.05392851
"2L",41250,"1:9",0.046741755
"2L",41750,"1:9",0.054653655
"2L",43250,"1:9",0.05832735
"2L",44250,"1:9",0.0349214
"2L",45250,"1:9",0.13749525
"2L",45750,"1:9",0.03474051
"2L",46750,"1:9",0.04391134
"2L",53250,"1:9",0
"2L",53750,"1:9",0.005253455
"2L",55250,"1:9",0.0698159866666667
"2L",56250,"1:9",0.00507283
"2L",56750,"1:9",0.0220446866666667
"2L",57250,"1:9",0.04466929
"2L",58250,"1:9",0.12909278
"2L",58750,"1:9",0.04455183
"2L",59750,"1:9",0.05575039
"2L",60250,"1:9",0
"2L",61250,"1:9",0.02764759
"2L",62250,"1:9",0.01882505
"2L",62750,"1:9",0.06160647
"2L",63250,"1:9",0
"2L",63750,"1:9",0.0321878633333333
"2L",65250,"1:9",0.0557653066666667
"2L",65750,"1:9",0
"2L",66250,"1:9",0.16182992
"2L",66750,"1:9",0.02372517
"2L",67250,"1:9",0.03665167
"2L",67750,"1:9",0.0684140333333333
"2L",68250,"1:9",0.0330499033333333
"2L",68750,"1:9",0
"2L",69250,"1:9",0
"2L",69750,"1:9",0
"2L",70250,"1:9",0
"2L",70750,"1:9",0.07938769
"2L",71250,"1:9",0.0345914666666667
"2L",72250,"1:9",0.04109964
"2L",72750,"1:9",0.03906309
"2L",73750,"1:9",0.0238856666666667
"2L",74250,"1:9",0.0472986833333333
"2L",74750,"1:9",0.02175993
"2L",75250,"1:9",0.0448015833333333
"2L",75750,"1:9",0
"2L",76250,"1:9",0.120950166666667
"2L",76750,"1:9",0.0263274
"2L",77250,"1:9",0.00625004
"2L",77750,"1:9",0
"2L",79250,"1:9",0.00434183666666667
"2L",81250,"1:9",0.0143739833333333
"2L",81750,"1:9",0.0153411333333333
"2L",82750,"1:9",0.0104199266666667
"2L",83750,"1:9",0
"2L",84250,"1:9",0.00990743
"2L",84750,"1:9",0.15517024
"2L",85250,"1:9",0
"2L",85750,"1:9",0.1513339
"2L",86750,"1:9",0.0320285566666667
"2L",87250,"1:9",0.00376965333333333
"2L",87750,"1:9",0.0316485766666667
"2L",89250,"1:9",0.02792163
"2L",90250,"1:9",0.01410106
"2L",90750,"1:9",0.03440224
"2L",91250,"1:9",0.0567429766666667
"2L",92250,"1:9",0.0184134166666667
"2L",93250,"1:9",0
"2L",95250,"1:9",0.0137093233333333
"2L",95750,"1:9",0
"2L",96250,"1:9",0.020024125
"2L",96750,"1:9",0
"2L",97250,"1:9",0
"2L",97750,"1:9",0.0331152833333333
"2L",98250,"1:9",0.006093355
"2L",98750,"1:9",0.010318785
"2L",99250,"1:9",0.0261898066666667
"2L",99750,"1:9",0.022851085
"2L",100250,"1:9",0.0607772166666667
"2L",100750,"1:9",0.0169444366666667
"2L",101250,"1:9",0
"2L",101750,"1:9",0.02260578
"2L",102250,"1:9",0.0140026566666667
"2L",102750,"1:9",0.00896741
"2L",103250,"1:9",0.0244382866666667
"2L",103750,"1:9",0.010486305
"2L",104250,"1:9",0.0358499733333333
"2L",104750,"1:9",0.04113318
"2L",105250,"1:9",0
"2L",105750,"1:9",0.010904385
"2L",106250,"1:9",0.01475408
"2L",106750,"1:9",0.00601629
"2L",107750,"1:9",0.01521106
"2L",108250,"1:9",0.007232025
"2L",108750,"1:9",0.005229795
"2L",109250,"1:9",0.0223279033333333
"2L",109750,"1:9",0.0177154133333333
"2L",110250,"1:9",0.03397427
"2L",110750,"1:9",0.02450632
"2L",111250,"1:9",0.0697803566666667
"2L",111750,"1:9",0
"2L",112750,"1:9",0.006027245
"2L",113750,"1:9",0
"2L",114250,"1:9",0.00989032
"2L",114750,"1:9",0.006744135
"2L",115750,"1:9",0.01882562
"2L",116250,"1:9",0.0185238866666667
"2L",117250,"1:9",0.0200899333333333
"2L",117750,"1:9",0.016194175
"2L",118250,"1:9",0
"2L",118750,"1:9",0.076313365
"2L",119250,"1:9",0
"2L",119750,"1:9",0.0104690966666667
"2L",120250,"1:9",0.0187626333333333
"2L",121250,"1:9",0.04552075
"2L",122250,"1:9",0.00776978666666667
"2L",122750,"1:9",0.00763740333333333
"2L",123250,"1:9",0.0188946766666667
"2L",123750,"1:9",0.0199830133333333
"2L",124250,"1:9",0
"2L",124750,"1:9",0.0574321633333333
"2L",125750,"1:9",0.0725977433333333
"2L",126750,"1:9",0.02448728
"2L",127250,"1:9",0.0690918666666667
"2L",127750,"1:9",0.0162368566666667
"2L",128750,"1:9",0.01661101
"2L",129250,"1:9",0.0498679366666667
"2L",129750,"1:9",0.017024675
"2L",130250,"1:9",0.0184203133333333
"2L",130750,"1:9",0.0154450733333333
"2L",131250,"1:9",0.0238464733333333
"2L",131750,"1:9",0
"2L",132250,"1:9",0.0274252366666667
"2L",132750,"1:9",0.026240945
"2L",133250,"1:9",0
"2L",133750,"1:9",0
"2L",134250,"1:9",0
"2L",135250,"1:9",0.02998107
"2L",135750,"1:9",0.0117919033333333
"2L",137750,"1:9",0.00874231333333333
"2L",139250,"1:9",0.0885101833333333
"2L",139750,"1:9",0.0378750733333333
"2L",140250,"1:9",0
"2L",140750,"1:9",0.00601551
"2L",141250,"1:9",0
"2L",141750,"1:9",0.0113401
"2L",142250,"1:9",0
"2L",142750,"1:9",0.055742285
"2L",143250,"1:9",0
"2L",143750,"1:9",0.0308753266666667
"2L",144250,"1:9",0.007324325
"2L",144750,"1:9",0
"2L",145250,"1:9",0.011621055
"2L",145750,"1:9",0.030573335
"2L",146750,"1:9",0.098538475
"2L",147750,"1:9",0.0207394366666667
"2L",148250,"1:9",0.070650015
"2L",148750,"1:9",0
"2L",149250,"1:9",0.0408983233333333
"2L",149750,"1:9",0.02090466
"2L",150750,"1:9",0.0359299733333333
"2L",151250,"1:9",0.004534195
"2L",151750,"1:9",0.06801306
"2L",152250,"1:9",0
"2L",152750,"1:9",0.014425405
"2L",153250,"1:9",0.01518279
"2L",153750,"1:9",0.047900415
"2L",154250,"1:9",0.0102927766666667
"2L",154750,"1:9",0.046537985
"2L",155250,"1:9",0
"2L",155750,"1:9",0.004239145
"2L",156250,"1:9",0.0398413033333333
"2L",156750,"1:9",0.00526037
"2L",157250,"1:9",0
"2L",157750,"1:9",0.0170151966666667
"2L",158250,"1:9",0
"2L",158750,"1:9",0.0128181833333333
"2L",159750,"1:9",0.01665016
"2L",160250,"1:9",0.00864559666666667
"2L",161250,"1:9",0.01272871
"2L",161750,"1:9",0.0108663733333333
"2L",163250,"1:9",0.01750696
"2L",163750,"1:9",0.0159858166666667
"2L",164250,"1:9",0
"2L",165250,"1:9",0.0286469233333333
"2L",166250,"1:9",0.00588298666666667
"2L",166750,"1:9",0.00304807
"2L",167250,"1:9",0.0202390366666667
"2L",167750,"1:9",0
"2L",168250,"1:9",0.0356216033333333
"2L",169250,"1:9",0.00633497666666667
"2L",173250,"1:9",0.0145676066666667
"2L",174250,"1:9",0.01307718
"2L",175750,"1:9",0
"2L",176750,"1:9",0.0130401366666667
"2L",177250,"1:9",0.002452515
"2L",178250,"1:9",0.06283949
"2L",178750,"1:9",0
"2L",179250,"1:9",0
"2L",179750,"1:9",0.00802109333333333
"2L",180750,"1:9",0.00271002666666667
"2L",184250,"1:9",0
"2L",184750,"1:9",0.0073539
