"chr","window","Comp","meanFst"
"2L",5750,"10:13",0.0250762
"2L",6250,"10:13",0.0042449
"2L",6750,"10:13",0.0543492366666667
"2L",7250,"10:13",0.047490035
"2L",7750,"10:13",0.02753113
"2L",8250,"10:13",0.04240113
"2L",8750,"10:13",0.010055145
"2L",9250,"10:13",0.0242910533333333
"2L",9750,"10:13",0.027182215
"2L",10250,"10:13",0.02917628
"2L",11750,"10:13",0.00996766333333333
"2L",12250,"10:13",0.01511253
"2L",12750,"10:13",0
"2L",13750,"10:13",0.01545815
"2L",14250,"10:13",0.0405217
"2L",14750,"10:13",0
"2L",15250,"10:13",0
"2L",15750,"10:13",0.06461505
"2L",18250,"10:13",0.00293587
"2L",18750,"10:13",0.012755745
"2L",19250,"10:13",0.04982716
"2L",22250,"10:13",0.00701612
"2L",22750,"10:13",0.01098901
"2L",23250,"10:13",0
"2L",23750,"10:13",0
"2L",24250,"10:13",0.00527712
"2L",24750,"10:13",0.00800834666666667
"2L",25250,"10:13",0.09277218
"2L",25750,"10:13",0.0171878
"2L",26250,"10:13",0.04164828
"2L",27250,"10:13",0.06662621
"2L",27750,"10:13",0.0814942866666667
"2L",28250,"10:13",0.049092645
"2L",28750,"10:13",0.01002566
"2L",29250,"10:13",0.02347802
"2L",29750,"10:13",0
"2L",30250,"10:13",0
"2L",30750,"10:13",0
"2L",31250,"10:13",0.019769005
"2L",31750,"10:13",0
"2L",32250,"10:13",0.020275865
"2L",32750,"10:13",0.024590165
"2L",33250,"10:13",0.0140620766666667
"2L",33750,"10:13",0
"2L",34250,"10:13",0.0349198
"2L",34750,"10:13",0.02652221
"2L",35250,"10:13",0.021915035
"2L",36250,"10:13",0.08631676
"2L",36750,"10:13",0.035804905
"2L",37250,"10:13",0
"2L",37750,"10:13",0.09706835
"2L",38250,"10:13",0
"2L",40250,"10:13",0.0118625933333333
"2L",40750,"10:13",0.0178850733333333
"2L",41250,"10:13",0.036997375
"2L",41750,"10:13",0.069655305
"2L",43250,"10:13",0.02668453
"2L",44250,"10:13",0.00859655666666667
"2L",45250,"10:13",0.00336586333333333
"2L",45750,"10:13",0.00679078333333333
"2L",46750,"10:13",0.029624095
"2L",53250,"10:13",0
"2L",53750,"10:13",0.0625
"2L",55250,"10:13",0.03158408
"2L",56250,"10:13",0.035530285
"2L",56750,"10:13",0.0179897333333333
"2L",57250,"10:13",0.00851608
"2L",58250,"10:13",0.0861604366666667
"2L",58750,"10:13",0.008092475
"2L",59750,"10:13",0.03455861
"2L",60250,"10:13",0.02884107
"2L",61250,"10:13",0.045707285
"2L",62250,"10:13",0.0151665166666667
"2L",62750,"10:13",0.07243206
"2L",63250,"10:13",0
"2L",63750,"10:13",0.0373513966666667
"2L",65250,"10:13",0.0156489833333333
"2L",65750,"10:13",0.05513312
"2L",66250,"10:13",0.0330308333333333
"2L",66750,"10:13",0.044757045
"2L",67250,"10:13",0.0890991133333333
"2L",67750,"10:13",0.0146243733333333
"2L",68250,"10:13",0.0565539766666667
"2L",68750,"10:13",0.0551261333333333
"2L",69250,"10:13",0
"2L",69750,"10:13",0
"2L",70250,"10:13",0
"2L",70750,"10:13",0.013849865
"2L",71250,"10:13",0.0138600233333333
"2L",72250,"10:13",0.02389374
"2L",72750,"10:13",0.08649042
"2L",73750,"10:13",0.02302656
"2L",74250,"10:13",0.0364795633333333
"2L",74750,"10:13",0.03429478
"2L",75250,"10:13",0.00854701
"2L",75750,"10:13",0
"2L",76250,"10:13",0.0686575366666667
"2L",76750,"10:13",0.01156828
"2L",77250,"10:13",0.043931015
"2L",77750,"10:13",0
"2L",79250,"10:13",0.01325628
"2L",81250,"10:13",0.0157208933333333
"2L",81750,"10:13",0.0322104
"2L",82750,"10:13",0.00363297333333333
"2L",83750,"10:13",0
"2L",84250,"10:13",0.096774685
"2L",84750,"10:13",0.07153348
"2L",85250,"10:13",0
"2L",85750,"10:13",0.0782026666666667
"2L",86750,"10:13",0.05678422
"2L",87250,"10:13",0.0294310866666667
"2L",87750,"10:13",0.0454715533333333
"2L",89250,"10:13",0.012975095
"2L",90250,"10:13",0.0272533366666667
"2L",90750,"10:13",0.00451138
"2L",91250,"10:13",0.0409052133333333
"2L",92250,"10:13",0.0257320466666667
"2L",93250,"10:13",0
"2L",95250,"10:13",0.0203171766666667
"2L",95750,"10:13",0
"2L",96250,"10:13",0.06930693
"2L",96750,"10:13",0
"2L",97250,"10:13",0
"2L",97750,"10:13",0.020641
"2L",98250,"10:13",0.08259732
"2L",98750,"10:13",0.119968535
"2L",99250,"10:13",0.0373044866666667
